SnowTrack101Data_Begin			
	Name	New track	
	GameMode	GooseHunt	
	TargetTime	10000	
	Fog	TRUE	
	FogColor	[237,220,137]	
	FogRange	[25,600]	
	Skybox	CityYellow	
	PlayerCar	[#car: "Player", #position: vector(437.564,1266.23,56.4606), #orientation: [0.01,0.00,0.00,1.00]]	
	AICar	[#car: "AstonMartinRival", #position: vector(434.48,1209.82,55.2346), #orientation: [0.02,0.00,0.00,1.00]]	
	AICar	[#car: "AstonMartinRival", #position: vector(445.792,1231.58,55.8607), #orientation: [0.02,0.00,0.00,1.00]]	
	AICar	[#car: "AstonMartinRival", #position: vector(431.739,1242.2,56.1507), #orientation: [0.01,0.00,0.00,1.00]]	
SnowTrack101Data_End			
			
SnowTrack101Build_Begin			
	CreateTile	SnowAssets	[#type: "SnowVertical", #aipath: ["SnowVertical"], #direction: "SouthNorth", #position: vector(330.139,580.02,35.0009), #CrateSmall_Object: [[vector (323.529,694.822,35.001), [0.00,0.26,0.00,0.97] ]], #OilDrumExplosive_Object: [[vector (322.215,692.319,35.001), [0.00,0.10,0.00,1.00] ]]]
	CreateTile	SnowAssets	[#type: "SnowRockyEntrance", #aipath: ["SnowRockyEntrance"], #direction: "SouthNorth", #position: vector(330.16,830.02,50.0011)]
	CreateTile	SnowAssets	[#type: "SnowRockyCurves", #aipath: ["SnowRockyCurves"], #direction: "SouthNorth", #position: vector(370.605,1080.02,55.0014), #Crosses_Object: [[vector (435.753,1177.09,55.0016), [0.00,1.00,0.00,0.00] ]], #LupoBlue: [[vector (358.784,1040.45,55.0014), [0.00,-0.18,0.00,0.98] ]], #TransporterRed: [[vector (356.184,1061.15,55.0014), [0.00,0.97,0.00,0.26] ]], #BusDog: [[vector (373.197,1062.86,55.0014), [0.00,-0.38,0.00,0.92] ]], #Nitro_PickUp: [[vector (325.413,980.116,56.5013), [-0.03,0.93,-0.08,0.36] ]]]
	CreateTile	SnowAssets	[#type: "SnowRockyExit", #aipath: ["SnowRockyExit"], #direction: "SouthNorth", #position: vector(438.987,1330.02,55.0017), #Ramp2_Object: [[vector (437.05,1312.56,56.9778), [-0.01,0.00,0.00,1.00] ]], #TransporterWhite: [[vector (432.782,1393.32,55.0023), [-0.00,1.00,-0.00,0.00] ]], #Nitro_PickUp: [[vector (437.094,1292.31,58.4486), [-0.03,0.93,-0.08,0.36] ]], #CashBig_PickUp: [[vector (437.823,1328.96,61.273), [-0.03,0.93,-0.08,0.36] ]]]
	CreateTile	SnowAssets	[#type: "SnowCurve1", #aipath: ["SnowCurve1"], #direction: "SouthWest", #position: vector(438.995,1580.02,50.0015), #OilDrumNormal_Object: [[vector (358.021,1583.47,47.9643), [-0.00,0.00,-0.04,1.00] ], [vector (359.717,1581.37,48.1412), [-0.02,0.38,-0.04,0.92] ]]]
