SnowTrack11Data_Begin			
	Name	New track	
	GameMode	Rampage	
	TargetTime	10000	
	Fog	TRUE	
	FogColor	[230,235,240]	
	FogRange	[25,600]	
	Skybox	Night	
	PlayerCar	[#car: "Player", #position: vector(288.657,-1201.0,70.3993), #orientation: [0.01,1.00,-0.03,-0.05]]	
SnowTrack11Data_End			
			
SnowTrack11Build_Begin			
	CreateTile	SnowAssets	[#type: "SnowMountainVertical", #aipath: ["SnowMountainVertical"], #direction: "NorthSouth", #position: vector(0.0,0.0,0.0)]
	CreateTile	SnowAssets	[#type: "SnowMountainVertical", #aipath: ["SnowMountainVertical"], #direction: "NorthSouth", #position: vector(-0.0775141,-249.998,14.0279)]
	CreateTile	SnowAssets	[#type: "SnowMountainCurve2", #aipath: ["SnowMountainCurve2"], #direction: "NorthEast", #position: vector(50.1886,-500.026,24.4429), #CrateSmall_Object: [[vector (69.5875,-568.252,26.7841), [0.02,0.26,-0.01,0.97] ]]]
	CreateTile	SnowAssets	[#type: "SnowMountainCurve1", #aipath: ["SnowMountainCurve1"], #direction: "WestSouth", #position: vector(300.189,-669.46,40.8484)]
	CreateTile	SnowAssets	[#type: "SnowMountainVertical", #aipath: ["SnowMountainVertical"], #direction: "NorthSouth", #position: vector(300.098,-919.444,58.9637)]
	CreateTile	SnowAssets	[#type: "SnowMountainEntrance", #aipath: ["SnowMountainEntrance"], #direction: "NorthSouth", #position: vector(300.111,-1169.46,72.8022), #RoadBlock_Object: [[vector (317.656,-1244.55,70.8271), [-0.03,0.87,-0.01,-0.48] ], [vector (311.422,-1268.95,69.2058), [0.02,-0.80,0.03,0.60] ]]]
	CreateTile	SnowAssets	[#type: "SnowForrest", #aipath: ["SnowForrest"], #direction: "NorthSouth", #position: vector(300.103,-1419.46,67.8025), #LupoBlue: [[vector (293.23,-1352.34,67.6333), [-0.01,1.00,-0.01,0.00] ]], #TransporterRed: [[vector (295.861,-1373.86,67.4072), [-0.00,1.00,-0.01,-0.00] ]], #BusGrey: [[vector (306.128,-1386.7,67.2769), [-0.00,0.00,0.01,1.00] ]], #Repair_PickUp: [[vector (300.824,-1398.46,69.0302), [-0.71,0.00,0.00,0.71] ]]]
