SnowTrack107Data_Begin			
	Name	New track	
	GameMode	Race	
	TargetTime	100000	
	Fog	TRUE	
	FogColor	[0,0,0]	
	FogRange	[100,250]	
	Skybox	Night	
	PlayerCar	[#car: "Player", #position: vector(-2.50781,-4.61754,10.9814), #orientation: [0.06,-0.13,0.01,0.99]]	
	AICar	[#car: "FordGT", #position: vector(-0.711599,-22.4127,8.2805), #orientation: [0.09,0.00,-0.00,1.00]]	
	AICar	[#car: "AstonMartin", #position: vector(-9.47471,-27.8916,7.13351), #orientation: [0.10,-0.14,0.01,0.98]]	
	AICar	[#car: "Porsche", #position: vector(-15.2838,-23.4825,7.88697), #orientation: [0.10,-0.27,0.02,0.96]]	
SnowTrack107Data_End			
			
SnowTrack107Build_Begin			
	CreateTile	SnowAssets	[#type: "SnowCurves1", #aipath: ["SnowCurves1"], #direction: "SouthNorth", #position: vector(0.0,0.0,0.0)]
	CreateTile	SnowAssets	[#type: "SnowTown1", #aipath: ["SnowTown1"], #direction: "SouthEast", #position: vector(80.216,250.017,25.0008), #Nitro_PickUp: [[vector (44.2412,149.896,26.5363), [-0.24,-0.27,0.07,0.93] ], [vector (188.776,328.626,26.501), [-0.24,-0.27,0.07,0.93] ]]]
	CreateTile	SnowAssets	[#type: "SnowCurve2", #aipath: ["SnowCurve2"], #direction: "WestNorth", #position: vector(330.148,330.019,30.0011)]
	CreateTile	SnowAssets	[#type: "SnowCurve1", #aipath: ["SnowCurve1"], #direction: "SouthWest", #position: vector(330.149,580.02,30.0003), #Nitro_PickUp: [[vector (228.839,577.746,27.6507), [-0.24,-0.27,0.07,0.93] ]]]
	CreateTile	SnowAssets	[#type: "SnowCurve3", #aipath: ["SnowCurve3"], #direction: "EastNorth", #position: vector(80.1476,580.02,20.0001)]
	CreateTile	SnowAssets	[#type: "SnowTown1", #aipath: ["SnowTown1"], #direction: "SouthEast", #position: vector(140.194,830.019,14.9999), #Nitro_PickUp: [[vector (261.088,910.297,16.5001), [-0.24,-0.27,0.07,0.93] ]]]
	CreateTile	SnowAssets	[#type: "SnowCurve2", #aipath: ["SnowCurve2"], #direction: "WestNorth", #position: vector(390.126,910.021,20.0002)]
	CreateTile	SnowAssets	[#type: "SnowTunnelEntrance", #aipath: ["SnowTunnelEntrance"], #direction: "SouthNorth", #position: vector(390.127,1160.02,24.9936), #Nitro_PickUp: [[vector (385.581,1189.13,26.4965), [-0.24,-0.27,0.07,0.93] ]], #Repair_PickUp: [[vector (394.802,1190.1,26.4964), [-0.24,-0.27,0.07,0.93] ]]]
	CreateTile	SnowAssets	[#type: "SnowTunnelCurveIn1", #aipath: ["SnowTunnelCurveIn1"], #direction: "SouthWest", #position: vector(390.126,1410.02,24.9999)]
	CreateTile	SnowAssets	[#type: "SnowTunnelCurveOut2", #aipath: ["SnowTunnelCurveOut2"], #direction: "EastWest", #position: vector(140.128,1410.02,14.9992), #ArrowsLeft_Object: [[vector (76.2027,1426.3,14.9994), [0.00,0.00,0.00,1.00] ]], #Nitro_PickUp: [[vector (110.204,1410.23,16.4994), [-0.24,-0.27,0.07,0.93] ]]]
