DesertTrack104Data_Begin			
	Name	New track	
	GameMode	GooseHunt	
	TargetTime	60000	
	Fog	TRUE	
	FogColor	[123,89,68]	
	FogRange	[25,600]	
	Skybox	DesertDusk	
	PlayerCar	[#car: "Player", #position: vector(0.306267,24.4949,-0.000386284), #orientation: [0.00,0.00,0.00,1.00]]	
	AICar	[#car: "AudiR8", #position: vector(-5.21572,24.3328,-0.000391913), #orientation: [0.00,0.00,0.00,1.00]]	
	AICar	[#car: "Corvette", #position: vector(0.208294,17.6151,-0.000389985), #orientation: [0.00,0.00,0.00,1.00]]	
	AICar	[#car: "Eclipse", #position: vector(5.31504,24.6615,-0.000381198), #orientation: [0.00,0.00,0.00,1.00]]	
DesertTrack104Data_End			
			
DesertTrack104Build_Begin			
	CreateTile	DesertAssets	[#type: "DesertFOffroadVertical2", #aipath: ["DesertFOffroadVertical2"], #direction: "SouthNorth", #position: vector(0.0,0.0,0.0), #OilDrumNormal_Object: [[vector (3.77458,87.4837,-0.000352128), [0.00,0.00,0.00,1.00] ], [vector (-4.05491,87.4343,-0.000359996), [0.00,0.00,0.00,1.00] ]], #OilDrumExplosive_Object: [[vector (-8.71261,73.6528,-0.000371828), [0.00,0.00,0.00,1.00] ], [vector (-7.24899,76.8938,-0.00036867), [0.00,-0.71,0.00,0.71] ], [vector (-5.97136,80.8408,-0.000365348), [0.00,0.71,0.00,0.71] ], [vector (-5.11961,83.8676,-0.000362849), [0.00,-0.61,0.00,0.79] ], [vector (5.2079,84.187,-0.000352437), [0.00,0.71,0.00,0.71] ], [vector (7.55022,78.0117,-0.000353283), [0.00,0.71,0.00,0.71] ], [vector (8.98756,74.2853,-0.000353879), [0.00,0.26,0.00,0.97] ], [vector (6.05966,81.4188,-0.000353102), [0.00,0.26,0.00,0.97] ], [vector (-8.70599,69.1125,-0.000374198), [0.00,0.00,0.00,1.00] ], [vector (-8.7973,65.1989,-0.000376348), [0.00,0.00,0.00,1.00] ], [vector (9.28551,69.8507,-0.000355866), [0.00,0.00,0.00,1.00] ], [vector (9.33164,65.422,-0.000358108), [0.00,0.00,0.00,1.00] ]], #Detonator_PickUp: [[vector (0.374574,50.255,1.24962), [-0.71,0.00,0.00,0.71] ]]]
