DesertTrack1Data_Begin			
	Name	Vertigo Elimination	
	GameMode	Elimination	
	TargetTime	10000	
	Fog	TRUE	
	FogColor	[240,240,230]	
	FogRange	[100,600]	
	Skybox	Sunny	
	PlayerCar	[#car: "Player", #position: vector(5.09523,12.6609,0.0809168), #orientation: [0.00,0.00,0.01,1.00]]	
	AICar	[#car: "BMWRival", #position: vector(13.756,22.9525,0.078728), #orientation: [0.00,0.00,-0.01,1.00]]	
	AICar	[#car: "Nissan", #position: vector(5.29902,31.4099,0.0778618), #orientation: [0.00,0.00,0.01,1.00]]	
	AICar	[#car: "Eclipse", #position: vector(13.9598,40.0918,0.0817866), #orientation: [0.00,0.00,-0.01,1.00]]	
DesertTrack1Data_End			
			
DesertTrack1Build_Begin			
	CreateTile	DesertAssets	[#type: "DesertDBridgeVertical", #aipath: ["DesertDBridgeVertical"], #direction: "SouthNorth", #position: vector(0.0,0.0,0.0), #OilDrumNormal_Object: [[vector (13.5523,107.752,0.375928), [0.01,0.01,-0.06,1.00] ], [vector (12.3301,111.04,0.280414), [0.01,0.00,-0.06,1.00] ], [vector (-0.768585,50.6825,-0.108063), [0.00,0.19,0.00,0.98] ]], #OilDrumExplosive_Object: [[vector (11.5856,108.509,0.150507), [0.00,0.00,-0.01,1.00] ], [vector (0.862937,51.4676,-0.102877), [0.00,0.00,0.00,1.00] ]], #Crosses_Object: [[vector (11.4716,-95.8573,0.36518), [-0.01,1.00,0.00,0.04] ]], #SandBag_Object: [[vector (1.0927,47.0543,0.0171354), [0.00,0.00,0.00,1.00] ], [vector (3.00283,49.7877,0.028879), [0.00,0.05,0.00,1.00] ], [vector (1.66046,48.7795,0.0258819), [0.00,0.97,-0.00,-0.25] ]]]
	CreateTile	DesertAssets	[#type: "DesertDVerticalRockTransfer1", #aipath: ["DesertDVerticalRockTransfer1"], #direction: "SouthNorth", #position: vector(-0.000395511,250.0,-0.000397478), #CrateSmall_Object: [[vector (10.6271,245.095,0.173003), [0.00,-0.00,-0.07,1.00] ], [vector (5.24895,246.575,0.0), [0.00,-0.00,0.00,1.00] ], [vector (8.29232,247.502,0.0), [0.00,-0.50,0.00,0.87] ], [vector (8.2712,245.331,0.0), [0.00,-0.50,0.00,0.87] ]], #OilDrumExplosive_Object: [[vector (10.4391,184.941,0.247822), [-0.12,0.99,-0.01,0.05] ], [vector (-9.42827,172.087,0.0), [0.00,0.00,0.00,1.00] ], [vector (12.7452,147.403,0.472975), [0.00,-0.00,-0.04,1.00] ]], #RoadBlock_Object: [[vector (-6.56335,374.139,0.0), [0.00,0.26,0.00,0.97] ]], #StopSign_Object: [[vector (-6.65729,125.871,0.0), [0.00,0.05,0.00,1.00] ], [vector (-2.27662,126.558,0.0), [0.00,0.05,0.00,1.00] ]], #Detonator_PickUp: [[vector (-4.31964,132.667,1.50004), [-0.71,0.00,0.00,0.71] ]]]
	CreateTile	DesertAssets	[#type: "DesertFDRoadTransferTunnel1", #aipath: ["DesertFDRoadTransferTunnel1"], #direction: "SouthNorth", #position: vector(0.000113062,500.0,-0.00015504), #OilDrumNormal_Object: [[vector (-9.58815,606.747,13.084), [0.00,0.00,0.00,1.00] ], [vector (-36.178,618.176,25.9372), [0.27,-0.01,0.06,0.96] ], [vector (-35.5387,619.117,26.4372), [0.27,-0.02,0.06,0.96] ]], #OilDrumExplosive_Object: [[vector (27.6506,591.849,13.7503), [-0.00,-0.01,-0.02,1.00] ], [vector (-9.51614,613.441,13.084), [0.00,0.00,0.00,1.00] ], [vector (6.89991,564.777,13.0843), [0.00,0.00,0.00,1.00] ], [vector (-34.0025,617.414,25.5274), [0.18,0.00,-0.01,0.98] ], [vector (-37.5061,579.564,23.372), [-0.00,-0.09,-0.03,1.00] ]], #VendingMachine_Object: [[vector (33.2608,594.386,13.5804), [0.00,-0.00,0.03,1.00] ]], #CrateBig_Object: [[vector (34.9665,590.729,13.4535), [0.00,-0.00,0.03,1.00] ], [vector (35.9986,589.536,13.4001), [0.02,0.38,0.03,0.92] ], [vector (34.6477,589.954,15.4201), [0.02,0.38,0.03,0.92] ], [vector (-16.0465,565.084,13.084), [0.00,-0.00,0.00,1.00] ]], #DirectionArrows_Object: [[vector (30.0893,573.981,13.7582), [0.03,0.79,0.01,0.61] ]], #Nitro_PickUp: [[vector (-12.9189,527.428,12.5913), [-0.71,0.00,0.00,0.71] ]], #Detonator_PickUp: [[vector (-21.0318,560.737,17.7686), [-0.71,0.00,0.00,0.71] ]]]
	CreateTile	DesertAssets	[#type: "DesertFTransitionCurve1", #aipath: ["DesertFTransitionCurve1"], #direction: "SouthWest", #position: vector(-0.000156277,750.0,13.0), #CrateSmall_Object: [[vector (7.89947,645.086,13.0002), [0.00,0.00,0.00,1.00] ], [vector (-13.751,652.2,13.0002), [0.00,0.00,0.00,1.00] ], [vector (-13.7139,649.416,13.0002), [0.00,0.00,0.00,1.00] ], [vector (-11.2351,650.919,13.0002), [0.00,0.00,0.00,1.00] ]], #OilDrumNormal_Object: [[vector (9.23454,646.492,12.9924), [-0.00,0.00,0.01,1.00] ], [vector (7.36427,646.931,13.0002), [0.00,0.00,0.00,1.00] ], [vector (-28.993,721.192,12.9997), [-0.01,0.00,0.01,1.00] ], [vector (-56.6122,743.533,13.0002), [0.00,0.36,0.00,0.93] ], [vector (-57.0827,740.847,13.0002), [0.00,0.47,0.00,0.88] ]], #OilDrumExplosive_Object: [[vector (-11.498,626.519,13.0002), [0.00,0.05,0.00,1.00] ]], #DirectionArrows_Object: [[vector (-35.0182,727.203,13.0002), [0.00,0.91,0.00,0.41] ], [vector (-45.8418,735.402,13.0002), [0.00,0.97,0.00,0.26] ]], #GasTank_Object: [[vector (21.4281,629.999,13.5165), [0.00,0.01,-0.02,1.00] ]], #Crosses_Object: [[vector (-2.45195,862.137,3.3432), [-0.03,0.00,0.00,1.00] ]]]
	CreateTile	DesertAssets	[#type: "DesertFRoadOuterCurve3", #aipath: ["DesertFRoadOuterCurve3"], #direction: "EastNorth", #position: vector(-250.0,750.001,22.9999), #LupoBlue: [[vector (-212.947,778.367,14.7911), [-0.01,0.95,-0.04,-0.31] ]], #TransporterRed: [[vector (-179.74,760.611,13.4847), [0.01,-0.84,0.02,0.54] ]], #Nitro_PickUp: [[vector (-199.606,774.57,15.8612), [-0.71,0.00,0.00,0.71] ]]]
	CreateTile	DesertAssets	[#type: "DesertFRoadCurves1", #aipath: ["DesertFRoadCurves1"], #direction: "SouthNorth", #position: vector(-250.0,1000.0,23.0004), #CrateSmall_Object: [[vector (-285.886,1032.16,22.9889), [0.00,0.00,0.01,1.00] ], [vector (-287.849,1034.4,23.0001), [0.00,0.00,0.00,1.00] ], [vector (-288.386,1032.41,23.0001), [0.00,0.38,0.00,0.92] ], [vector (-292.204,1034.39,23.0013), [-0.00,0.38,0.00,0.92] ], [vector (-289.564,1034.37,23.0001), [0.00,0.38,0.00,0.92] ], [vector (-288.839,1032.55,24.2825), [0.00,0.38,0.00,0.92] ]], #RoadBlock_Object: [[vector (-301.664,1070.19,23.0001), [0.00,0.38,0.00,0.92] ], [vector (-294.717,1079.22,23.0001), [0.00,0.26,0.00,0.97] ], [vector (-283.843,1084.73,23.0001), [0.00,0.13,0.00,0.99] ]], #CrateBig_Object: [[vector (-301.666,1080.01,23.2717), [0.02,0.05,0.02,1.00] ], [vector (-304.029,1078.95,23.3203), [0.02,0.05,0.02,1.00] ], [vector (-301.796,1077.77,23.1953), [0.02,0.05,0.02,1.00] ]], #StopSign_Object: [[vector (-334.334,980.263,23.5772), [0.10,0.16,0.01,0.98] ], [vector (-325.247,982.658,23.6131), [0.10,0.14,0.01,0.98] ]], #Ramp4_Object: [[vector (-303.079,1118.03,23.1174), [-0.05,-0.40,-0.00,0.91] ]], #HiddenPackage_PickUp: [[vector (-330.444,1037.88,37.5607), [-0.71,0.00,0.00,0.71] ]], #CashSmall_PickUp: [[vector (-331.976,1060.91,40.6352), [-0.71,0.00,0.00,0.71] ], [vector (-332.131,1054.14,39.4053), [-0.71,0.00,0.00,0.71] ]]]
	CreateTile	DesertAssets	[#type: "DesertDFTransferTunnel2", #aipath: ["DesertDFTransferTunnel2"], #direction: "SouthNorth", #position: vector(-250.0,1250.0,22.9998), #OilDrumNormal_Object: [[vector (-298.546,1143.93,22.4438), [-0.02,-0.00,-0.03,1.00] ], [vector (-296.89,1144.09,22.5434), [-0.02,-0.00,-0.03,1.00] ], [vector (-295.252,1140.85,22.7586), [-0.02,-0.00,-0.03,1.00] ]], #OilDrumExplosive_Object: [[vector (-295.757,1138.38,22.7327), [0.00,0.00,-0.03,1.00] ], [vector (-240.022,1168.27,19.4432), [-0.03,-0.07,-0.00,1.00] ]], #SheetSmall_Object: [[vector (-291.152,1149.67,22.5048), [-0.02,0.24,-0.03,0.97] ], [vector (-292.421,1148.86,22.4487), [-0.02,0.00,-0.03,1.00] ]], #Dumpster_Object: [[vector (-275.626,1163.48,23.106), [-0.06,-0.14,0.05,0.99] ]], #Nitro_PickUp: [[vector (-245.333,1172.09,20.9284), [-0.71,0.00,0.00,0.71] ]], #Detonator_PickUp: [[vector (-292.365,1127.09,25.2047), [-0.71,0.00,0.00,0.71] ]]]
	CreateTile	DesertAssets	[#type: "DesertDCurveOuter1", #aipath: ["DesertDCurveOuter1"], #direction: "SouthWest", #position: vector(-250.001,1500.0,18.0), #CrateBig_Object: [[vector (-356.862,1487.77,22.7778), [0.01,0.50,0.01,0.86] ], [vector (-360.362,1491.16,22.8066), [0.01,0.50,0.00,0.86] ], [vector (-357.275,1490.09,22.7632), [0.01,0.80,-0.00,0.61] ], [vector (-356.806,1488.82,24.6582), [0.01,0.80,0.00,0.61] ], [vector (-357.584,1493.7,22.8228), [0.01,0.79,-0.00,0.61] ]], #StopSign_Object: [[vector (-337.764,1486.05,22.5184), [0.01,0.65,-0.00,0.76] ]], #Repair_PickUp: [[vector (-362.718,1491.78,24.3365), [-0.71,0.00,0.00,0.71] ]]]
	CreateTile	DesertAssets	[#type: "DesertDHorizontalStraight2", #aipath: ["DesertDHorizontalStraight2"], #direction: "EastWest", #position: vector(-500.001,1500.0,22.9998), #GasTank_Object: [[vector (-515.398,1515.68,23.5825), [0.01,0.72,-0.01,0.69] ]]]
	CreateTile	DesertAssets	[#type: "DesertDInnerCurve3", #aipath: ["DesertDInnerCurve3"], #direction: "EastNorth", #position: vector(-750.0,1500.0,13.0), #RoadBlock_Object: [[vector (-753.713,1576.8,18.7529), [-0.01,0.79,0.11,0.60] ], [vector (-747.012,1562.05,20.7476), [-0.00,0.86,0.11,0.50] ], [vector (-741.646,1553.0,21.9001), [0.01,0.86,0.13,0.50] ]]]
	CreateTile	DesertAssets	[#type: "DesertDInnerCurve4", #aipath: ["DesertDInnerCurve4"], #direction: "SouthEast", #position: vector(-750.0,1750.0,13.0), #OilDrumNormal_Object: [[vector (-732.242,1670.28,16.6063), [0.06,-0.01,0.02,1.00] ], [vector (-738.834,1672.62,17.2954), [0.07,-0.01,0.04,1.00] ], [vector (-732.303,1672.2,16.8424), [0.06,-0.01,0.02,1.00] ], [vector (-734.223,1671.84,16.7975), [0.06,-0.01,0.02,1.00] ]], #OilDrumExplosive_Object: [[vector (-734.573,1669.68,16.5631), [0.05,-0.01,-0.02,1.00] ]]]
	CreateTile	DesertAssets	[#type: "DesertDHorizontalStraight1", #aipath: ["DesertDHorizontalStraight1"], #direction: "WestEast", #position: vector(-500.001,1750.0,22.9998), #LupoRed: [[vector (-475.917,1744.51,22.9998), [0.00,-0.71,0.00,0.71] ]], #TruckGreen: [[vector (-377.381,1755.96,22.9999), [0.00,0.71,0.00,0.71] ]], #Nitro_PickUp: [[vector (-607.823,1749.98,24.4998), [-0.71,0.00,0.00,0.71] ]]]
	CreateTile	DesertAssets	[#type: "DesertDHorizontalStraight1", #aipath: ["DesertDHorizontalStraight1"], #direction: "WestEast", #position: vector(-250.001,1750.0,22.9999), #OilDrumNormal_Object: [[vector (-252.379,1740.99,22.9999), [0.00,0.21,0.00,0.98] ]], #OilDrumExplosive_Object: [[vector (-249.23,1741.12,22.9999), [0.00,0.00,0.00,1.00] ], [vector (-284.823,1761.98,23.3008), [-0.01,-0.22,-0.00,0.97] ], [vector (-236.236,1760.59,23.3533), [0.12,-0.26,0.03,0.96] ], [vector (-253.873,1766.75,24.7818), [0.07,-0.72,0.20,0.66] ], [vector (-212.352,1739.13,23.3278), [-0.09,-0.72,-0.09,0.68] ]], #TransporterRed: [[vector (-352.327,1755.92,22.9999), [0.00,0.71,0.00,0.71] ]], #Detonator_PickUp: [[vector (-321.967,1745.48,24.4999), [-0.71,0.00,0.00,0.71] ]], #CashSmall_PickUp: [[vector (-234.644,1737.62,24.8671), [-0.71,0.00,0.00,0.71] ]]]
	CreateTile	DesertAssets	[#type: "DesertDHorizontalStraight1", #aipath: ["DesertDHorizontalStraight1"], #direction: "WestEast", #position: vector(-0.000541687,1750.0,22.9999), #LupoBlue: [[vector (87.5725,1755.88,22.9999), [0.00,0.71,0.00,0.71] ]], #LupoRed: [[vector (46.5963,1755.39,22.9999), [0.00,0.71,0.00,0.71] ]], #TruckRed: [[vector (60.7339,1744.84,22.9999), [0.00,-0.71,0.00,0.71] ]]]
	CreateTile	DesertAssets	[#type: "DesertDCurveOuter2", #aipath: ["DesertDCurveOuter2"], #direction: "WestNorth", #position: vector(249.999,1750.0,23.0), #DirectionArrows_Object: [[vector (220.04,1776.94,25.0647), [-0.07,0.50,-0.00,0.87] ]]]
	CreateTile	DesertAssets	[#type: "DesertDVerticalStraight", #aipath: ["DesertDVerticalStraight"], #direction: "SouthNorth", #position: vector(250.0,2000.0,19.0003), #OilDrumExplosive_Object: [[vector (260.682,2030.75,19.2706), [0.00,-0.00,-0.12,0.99] ]], #SheetBig_Object: [[vector (263.297,2028.68,19.0298), [-0.00,-0.01,-0.01,1.00] ]], #LupoBlue: [[vector (251.564,2033.85,19.0002), [0.00,0.05,0.00,1.00] ]], #TransporterRed: [[vector (256.679,2069.17,19.0002), [0.00,0.05,0.00,1.00] ]], #TruckGreen: [[vector (256.254,1983.76,19.0002), [0.00,0.05,0.00,1.00] ]], #Nitro_PickUp: [[vector (245.863,1910.1,20.5003), [-0.71,0.00,0.00,0.71] ]]]
