CityTrack10Data_Begin			
	Name	Bangkok RivalBattle	
	GameMode	RivalBattle	
	TargetTime	10000	
	Fog	TRUE	
	FogColor	[185,100,70]	
	FogRange	[50,250]	
	Skybox	Pink	
	PlayerCar	[#car: "Player", #position: vector(-243.424,65.5559,0.0), #orientation: [0.00,1.00,0.00,0.00]]	
	AICar	[#car: "MustangRival", #position: vector(-254.113,42.3481,0.0), #orientation: [0.00,1.00,0.00,0.00]]	
CityTrack10Data_End			
			
CityTrack10Build_Begin			
	CreateTile	CityAssets	[#type: "CityBeachIntersection", #aipath: ["CityBeachIntersection"], #direction: "EastWest", #position: vector(0.0,0.0,0.0), #Pylon_Object: [[vector (-94.9331,8.66352,-0.00109178), [0.00,0.00,0.00,1.00] ], [vector (-97.6188,5.69431,-0.00109226), [0.00,0.00,0.00,1.00] ]], #CrateSmall_Object: [[vector (-102.43,8.82838,0.0), [0.00,0.40,0.00,0.92] ], [vector (-105.142,6.85488,0.0), [0.00,0.40,0.00,0.92] ], [vector (-102.714,6.88189,0.0), [0.00,0.72,0.00,0.70] ], [vector (-102.342,7.98705,1.28239), [0.00,0.72,0.00,0.70] ], [vector (-104.722,-2.07704,0.0), [0.00,0.72,0.00,0.70] ], [vector (-106.392,-4.32256,0.0), [0.00,0.51,0.00,0.86] ], [vector (-105.569,-4.03731,1.2824), [0.00,0.51,0.00,0.86] ], [vector (-103.442,-5.63378,0.0), [0.00,0.27,0.00,0.96] ], [vector (-102.956,-5.50777,1.2824), [0.00,0.27,0.00,0.96] ]], #ArrowsLeft_Object: [[vector (16.8154,-7.96259,0.0), [0.00,-0.71,0.00,0.71] ], [vector (-2.67431,10.377,0.0), [0.00,0.00,0.00,1.00] ]]]
	CreateTile	CityAssets	[#type: "CityBeachIntersection", #aipath: ["CityBeachIntersection"], #direction: "EastSouth", #position: vector(-250.0,0.0,0.0), #Pylon_Object: [[vector (-243.6,-59.587,-0.00111371), [0.00,0.00,0.00,1.00] ], [vector (-248.094,-60.1089,-0.00111419), [0.00,0.45,0.00,0.89] ], [vector (-252.929,-59.9171,-0.00111514), [0.00,0.45,0.00,0.89] ], [vector (-256.878,-60.5053,-0.00111514), [0.00,0.45,0.00,0.89] ]], #CrateSmall_Object: [[vector (-246.8,-95.3413,0.0), [0.00,0.27,0.00,0.96] ], [vector (-239.478,-90.5602,0.299967), [0.00,0.51,0.00,0.86] ], [vector (-249.439,-96.3015,0.0), [0.00,0.40,0.00,0.92] ], [vector (-246.598,-95.3444,1.28234), [0.00,0.40,0.00,0.92] ]], #StopSign_Object: [[vector (-257.445,-91.7783,0.0), [0.00,0.99,0.00,0.13] ], [vector (-243.916,-92.0817,0.0), [0.00,0.92,0.00,-0.38] ]], #ArrowsLeft_Object: [[vector (-259.316,0.722352,0.0), [0.00,0.71,0.00,0.71] ]], #Nitro_PickUp: [[vector (-250.108,-22.3339,1.24997), [0.01,0.92,0.03,0.39] ]]]
	CreateTile	CityAssets	[#type: "CityBeachIntersection", #aipath: ["CityBeachIntersection"], #direction: "NorthWest", #position: vector(-250.0,-250.0,0.0), #Pylon_Object: [[vector (-298.019,-253.694,-0.00113899), [0.00,0.45,0.00,0.89] ], [vector (-298.03,-250.603,-0.00113851), [0.00,0.00,0.00,1.00] ], [vector (-297.048,-245.433,-0.00113851), [0.00,0.00,0.00,1.00] ]], #CrateSmall_Object: [[vector (-322.46,-246.526,0.0), [0.00,0.15,0.00,0.99] ], [vector (-306.946,-251.959,0.0), [0.00,-0.24,0.00,0.97] ], [vector (-309.949,-252.751,0.0), [0.00,0.01,0.00,1.00] ], [vector (-306.846,-248.277,0.0), [0.00,0.01,0.00,1.00] ]], #StopSign_Object: [[vector (-302.074,-244.365,0.0), [0.00,0.87,0.00,0.50] ], [vector (-320.814,-244.365,0.0), [0.00,0.87,0.00,0.50] ]], #ArrowsRight_Object: [[vector (-253.891,-264.897,0.0), [0.00,1.00,0.00,0.00] ], [vector (-291.157,-274.08,0.299946), [0.00,0.97,0.00,-0.26] ], [vector (-223.954,-247.093,0.0), [0.00,-0.87,0.00,0.50] ]]]
	CreateTile	CityAssets	[#type: "CityCurve3", #aipath: ["CityCurve3"], #direction: "EastNorth", #position: vector(-500.0,-250.0,-0.000213357)]
	CreateTile	CityAssets	[#type: "CityJunction", #aipath: ["CityJunction"], #direction: "SouthWest", #position: vector(-500.0,0.0,-0.000155709), #Pylon_Object: [[vector (-538.333,-8.97057,-0.00124912), [0.00,0.00,0.00,1.00] ], [vector (-540.686,-5.33476,-0.00124899), [0.00,0.00,0.00,1.00] ], [vector (-544.559,-0.935105,-0.00124893), [0.00,0.00,0.00,1.00] ]], #CrateSmall_Object: [[vector (-578.272,-0.192628,-0.000168905), [0.00,-0.26,0.00,0.97] ]], #StopSign_Object: [[vector (-560.662,-5.68423,-0.000166267), [0.00,0.79,0.00,0.61] ], [vector (-569.691,1.81156,-0.000166342), [0.00,0.61,0.00,0.79] ]], #ArrowsLeft_Object: [[vector (-483.634,-5.29067,-0.000158131), [0.00,-0.71,0.00,0.71] ], [vector (-504.266,11.0708,0.299841), [0.00,0.00,0.00,1.00] ]]]
	CreateTile	CityAssets	[#type: "CityIntersection", #aipath: ["CityIntersection"], #direction: "EastWest", #position: vector(-750.0,0.0,-0.000185701), #Pylon_Object: [[vector (-739.072,-7.19968,-0.0012688), [0.00,0.00,0.00,1.00] ], [vector (-738.607,-0.450375,-0.00126809), [0.00,0.45,0.00,0.89] ], [vector (-738.259,6.62161,-0.00126731), [0.00,0.45,0.00,0.89] ]], #CrateSmall_Object: [[vector (-823.328,3.06763,-0.000192881), [0.00,0.00,0.00,1.00] ], [vector (-789.884,3.42145,-0.000189483), [0.00,0.00,0.00,1.00] ]], #StopSign_Object: [[vector (-764.49,7.43355,-0.000185072), [0.00,0.38,0.00,0.92] ], [vector (-766.023,-7.38783,-0.000186861), [0.00,0.87,0.00,0.50] ], [vector (-781.696,4.0267,-0.000187099), [0.00,0.61,0.00,0.79] ], [vector (-820.381,7.09316,-0.000190675), [0.00,0.61,0.00,0.79] ], [vector (-828.217,-6.19531,-0.000192881), [0.00,0.79,0.00,0.61] ]], #ArrowsRight_Object: [[vector (-749.337,-16.6089,-0.000185609), [0.00,1.00,0.00,0.00] ]], #Nitro_PickUp: [[vector (-799.826,-0.487069,1.24981), [0.01,0.92,0.03,0.39] ]]]
	CreateTile	CityAssets	[#type: "CityBeachTwoOne", #aipath: ["CityBeachTwoOne"], #direction: "EastSouth", #position: vector(-1000.0,-80.0001,-0.000213232), #Pylon_Object: [[vector (-965.185,-23.6649,-0.0012925), [0.00,0.45,0.00,0.89] ], [vector (-967.399,-36.6587,-0.0012944), [0.00,0.45,0.00,0.89] ], [vector (-1034.17,-105.149,-0.00130683), [0.00,0.00,0.00,1.00] ], [vector (-1031.96,-110.603,-0.00130731), [0.00,-0.27,0.00,0.96] ], [vector (-967.902,-21.9865,-0.0012925), [0.00,0.62,0.00,0.78] ]], #CrateSmall_Object: [[vector (-1043.24,-114.519,-0.000225425), [0.00,0.00,0.00,1.00] ], [vector (-1034.82,-111.863,-0.000224471), [0.00,0.00,0.00,1.00] ], [vector (-1042.8,-111.024,0.299774), [0.00,0.00,0.00,1.00] ]], #StopSign_Object: [[vector (-971.983,-26.1139,-0.000208855), [0.00,0.79,0.00,0.61] ], [vector (-970.961,-40.5944,-0.000210702), [0.00,0.92,0.00,0.38] ], [vector (-1042.99,-124.947,-0.000225127), [0.00,0.92,0.00,0.38] ], [vector (-1029.36,-130.569,-0.000224411), [0.00,0.99,0.00,0.13] ], [vector (-1044.87,-118.644,-0.00022465), [0.00,0.92,0.00,0.38] ]], #DirectionArrows_Object: [[vector (-966.924,-138.383,-0.00022316), [0.00,0.92,0.00,-0.38] ], [vector (-984.102,-152.848,-0.000226498), [0.00,0.92,0.00,-0.38] ], [vector (-1002.89,-176.917,-0.000230789), [0.00,0.92,0.00,-0.40] ]]]
	CreateTile	CityAssets	[#type: "CityOneTwoBeach", #aipath: ["CityOneTwoBeach"], #direction: "NorthWest", #position: vector(-1100.0,-330.0,-0.000253477), #Pylon_Object: [[vector (-1067.61,-260.455,-0.00132638), [0.00,0.00,0.00,1.00] ], [vector (-1064.95,-263.537,-0.00132686), [0.00,0.45,0.00,0.89] ], [vector (-1069.95,-255.501,-0.00132635), [0.00,0.80,0.00,0.60] ], [vector (-1072.17,-251.958,-0.00133017), [0.00,0.80,0.00,0.60] ], [vector (-1222.0,-403.885,-0.00135687), [0.00,0.00,0.00,1.00] ], [vector (-1214.85,-397.524,0.298647), [0.00,0.00,0.00,1.00] ], [vector (-1214.03,-391.159,0.298647), [0.00,0.00,0.00,1.00] ]], #CrateSmall_Object: [[vector (-1165.19,-385.348,0.299734), [0.00,0.00,0.00,1.00] ], [vector (-1167.44,-383.744,0.299734), [0.00,0.00,0.00,1.00] ], [vector (-1127.24,-386.067,-0.000262082), [0.00,0.38,0.00,0.92] ], [vector (-1051.95,-294.258,-0.000245452), [0.00,0.38,0.00,0.92] ], [vector (-1057.02,-302.702,0.299754), [0.00,0.38,0.00,0.92] ], [vector (-1051.94,-287.617,-0.000244439), [0.00,0.79,0.00,0.61] ], [vector (-1070.51,-269.241,-0.000244975), [0.00,0.79,0.00,0.61] ], [vector (-1069.9,-262.239,-0.000244498), [0.00,0.79,0.00,0.61] ], [vector (-1083.52,-258.632,0.299755), [0.00,0.79,0.00,0.61] ]], #CrateBig_Object: [[vector (-1224.03,-397.532,0.299729), [0.00,0.00,0.00,1.00] ], [vector (-1223.81,-396.607,2.16528), [0.00,0.38,0.00,0.92] ]], #StopSign_Object: [[vector (-1069.06,-266.048,-0.000243723), [0.00,0.92,0.00,0.38] ], [vector (-1058.15,-270.477,-0.000241995), [0.00,0.99,0.00,-0.13] ], [vector (-1052.02,-274.055,-0.000240982), [0.00,0.97,0.00,0.26] ], [vector (-1049.47,-289.557,-0.000243008), [0.00,1.00,0.00,0.00] ], [vector (-1101.93,-340.451,-0.000253141), [0.00,0.92,0.00,0.38] ], [vector (-1095.8,-344.54,-0.000252664), [0.00,0.92,0.00,0.38] ], [vector (-1091.54,-347.947,-0.000252783), [0.00,0.92,0.00,0.38] ], [vector (-1130.15,-386.361,-0.000261247), [0.00,0.92,0.00,0.38] ], [vector (-1165.52,-387.317,-0.000266016), [0.00,0.92,0.00,0.38] ]], #ArrowsRight_Object: [[vector (-1036.56,-287.455,-0.000240326), [0.00,0.92,0.00,-0.38] ], [vector (-1017.61,-253.7,0.299765), [0.00,-0.79,0.00,0.61] ]], #Repair_PickUp: [[vector (-1050.03,-238.824,1.24976), [0.01,0.92,0.03,0.39] ]]]
	CreateTile	CityAssets	[#type: "CityBeachIntersection", #aipath: ["CityBeachIntersection"], #direction: "EastSouth", #position: vector(-1350.0,-410.0,-0.000286701), #Pylon_Object: [[vector (-1342.21,-421.487,-0.00136977), [0.00,0.39,0.00,0.92] ], [vector (-1342.02,-424.915,-0.00137073), [0.00,0.39,0.00,0.92] ], [vector (-1345.84,-422.611,-0.00137073), [0.00,0.39,0.00,0.92] ]], #CrateSmall_Object: [[vector (-1311.23,-530.276,0.299705), [0.00,0.00,0.00,1.00] ]], #RoadBlock_Object: [[vector (-1249.72,-420.157,-0.000277162), [0.00,1.00,0.00,0.00] ], [vector (-1382.24,-530.587,0.299698), [0.00,-0.26,0.00,0.97] ]], #CrateBig_Object: [[vector (-1359.65,-439.195,-0.000290751), [0.00,0.92,0.00,0.39] ], [vector (-1361.95,-438.693,0.299709), [0.00,1.00,0.00,0.00] ], [vector (-1360.37,-438.908,1.86523), [0.00,1.00,0.00,0.00] ], [vector (-1366.93,-434.456,0.299709), [0.00,1.00,0.00,0.00] ], [vector (-1332.6,-400.974,-0.000283957), [0.00,0.00,0.00,1.00] ], [vector (-1328.99,-398.03,0.299717), [0.00,0.00,0.00,1.00] ], [vector (-1326.54,-401.755,-0.00028348), [0.00,0.00,0.00,1.00] ], [vector (-1325.61,-401.991,1.86527), [0.00,0.38,0.00,0.92] ], [vector (-1225.45,-395.064,0.299727), [0.00,0.38,0.00,0.92] ], [vector (-1246.87,-418.849,-0.000276864), [0.00,0.38,0.00,0.92] ], [vector (-1237.92,-421.25,0.299724), [0.00,0.38,0.00,0.92] ]], #StopSign_Object: [[vector (-1230.25,-413.272,-0.000274181), [0.00,0.87,0.00,0.50] ], [vector (-1229.54,-401.389,-0.000272572), [0.00,0.71,0.00,0.71] ], [vector (-1344.58,-425.829,-0.00028646), [0.00,0.99,0.00,0.13] ], [vector (-1351.99,-427.071,-0.000287354), [0.00,0.97,0.00,-0.26] ], [vector (-1359.47,-434.19,-0.000288785), [0.00,0.99,0.00,-0.13] ]], #DirectionArrows_Object: [[vector (-1227.14,-427.243,0.299724), [0.00,1.00,0.00,0.00] ], [vector (-1254.38,-424.745,-0.000278234), [0.00,0.97,0.00,0.25] ]], #ArrowsLeft_Object: [[vector (-1369.84,-423.925,0.299712), [0.00,0.71,0.00,0.71] ], [vector (-1352.12,-398.303,-0.000283718), [0.00,0.13,0.00,0.99] ]], #Nitro_PickUp: [[vector (-1350.2,-483.911,1.24971), [0.01,0.92,0.03,0.39] ]], #HiddenPackage_PickUp: [[vector (-1299.45,-529.294,1.79971), [0.01,0.92,0.03,0.39] ]]]
	CreateTile	CityAssets	[#type: "CityCurveDown", #aipath: ["CityCurveDown"], #direction: "NorthSouth", #position: vector(-1310.0,-660.0,3.4997), #Pylon_Object: [[vector (-1345.53,-573.495,-0.00138599), [0.00,0.39,0.00,0.92] ], [vector (-1359.68,-584.881,-0.00138861), [0.00,0.39,0.00,0.92] ], [vector (-1344.23,-649.147,0.458883), [-0.01,0.45,0.00,0.89] ], [vector (-1345.74,-650.885,0.495075), [-0.01,0.45,0.00,0.89] ]], #CrateSmall_Object: [[vector (-1303.5,-536.91,0.299705), [0.00,0.00,0.00,1.00] ]], #CrateBig_Object: [[vector (-1341.08,-658.106,0.753175), [-0.02,0.61,0.01,0.79] ], [vector (-1345.93,-657.784,0.825632), [-0.01,0.61,0.04,0.79] ], [vector (-1344.06,-658.908,0.836276), [-0.01,0.71,0.04,0.71] ], [vector (-1344.55,-657.981,2.76198), [-0.01,0.71,0.04,0.71] ], [vector (-1351.31,-657.932,0.953754), [-0.01,0.71,0.01,0.71] ], [vector (-1332.44,-643.824,0.366248), [-0.01,0.70,0.01,0.71] ], [vector (-1359.08,-590.304,-0.000222087), [0.00,0.70,-0.00,0.71] ], [vector (-1355.76,-589.912,0.000221789), [0.00,0.92,-0.00,0.39] ], [vector (-1356.87,-589.707,1.86662), [0.00,0.92,-0.00,0.39] ]], #StopSign_Object: [[vector (-1344.12,-581.958,-0.000302017), [0.00,0.99,0.00,-0.13] ], [vector (-1354.5,-586.563,-0.000303328), [0.00,1.00,0.00,0.00] ], [vector (-1341.3,-654.573,0.628456), [-0.00,1.00,0.02,-0.00] ], [vector (-1336.02,-654.237,0.676961), [0.00,0.92,0.02,-0.38] ], [vector (-1329.51,-644.095,0.465625), [-0.03,0.92,0.01,-0.38] ]]]
	CreateTile	CityAssets	[#type: "CityGrassExit", #aipath: ["CityGrassExit"], #direction: "NorthEast", #position: vector(-1310.0,-910.0,13.4997), #Pylon_Object: [[vector (-1302.53,-807.367,3.4986), [0.00,0.43,0.00,0.90] ], [vector (-1317.12,-809.844,3.49859), [0.00,0.79,0.00,0.61] ], [vector (-1309.44,-809.974,3.49859), [0.00,0.79,0.00,0.61] ]], #CrateBig_Object: [[vector (-1318.6,-883.585,3.49967), [0.00,0.38,0.00,0.92] ], [vector (-1314.1,-883.44,3.49967), [0.00,0.38,0.00,0.92] ], [vector (-1316.78,-885.917,3.49967), [0.00,0.38,0.00,0.92] ], [vector (-1318.06,-884.305,5.36523), [0.00,0.38,0.00,0.92] ], [vector (-1301.26,-820.003,3.49968), [0.00,0.39,0.00,0.92] ], [vector (-1305.85,-820.023,3.49968), [0.00,0.39,0.00,0.92] ], [vector (-1302.72,-813.876,3.49968), [0.00,0.61,0.00,0.79] ], [vector (-1303.37,-813.727,5.36524), [0.00,0.61,0.00,0.79] ]], #StopSign_Object: [[vector (-1303.64,-877.11,3.49967), [0.00,0.97,0.00,-0.26] ], [vector (-1318.26,-880.362,3.49967), [0.00,0.97,0.00,0.26] ]], #ArrowsLeft_Object: [[vector (-1308.76,-920.782,3.49967), [0.00,1.00,0.00,0.05] ], [vector (-1325.28,-901.054,3.49967), [0.00,0.67,0.00,0.74] ]]]
	CreateTile	CityAssets	[#type: "CityGrassExit", #aipath: ["CityGrassExit"], #direction: "WestSouth", #position: vector(-1060.0,-910.0,13.4997), #ArrowsRight_Object: [[vector (-1062.95,-897.903,3.49969), [0.00,0.00,0.00,1.00] ], [vector (-1040.99,-917.044,3.49969), [0.00,-0.61,0.00,0.79] ]], #Nitro_PickUp: [[vector (-1060.14,-1006.64,12.6598), [0.01,0.92,0.03,0.39] ]]]
	CreateTile	CityAssets	[#type: "CityGrassEntrance", #aipath: ["CityGrassEntrance"], #direction: "NorthSouth", #position: vector(-1060.0,-1160.0,3.49967), #ArrowsRight_Object: [[vector (-1043.96,-1156.27,3.49967), [0.00,-0.79,0.00,0.61] ]], #ArrowsLeft_Object: [[vector (-1074.13,-1155.89,3.49967), [0.00,0.78,0.00,0.62] ]]]
	CreateTile	CityAssets	[#type: "CityGrassExit", #aipath: ["CityGrassExit"], #direction: "NorthSouth", #position: vector(-1060.0,-1410.0,13.4997)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 9, #type: "CityCurve4", #aipath: ["CityCurve4"], #direction: "NorthSouth", #position: vector(-1600.0,-409.531,-0.0002768)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 9, #type: "CityNothing", #aipath: ["CityNothing"], #direction: "NorthSouth", #position: vector(-1349.96,-160.0,-0.300257)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 1, #type: "CityNothing", #aipath: ["CityNothing"], #direction: "NorthSouth", #position: vector(-1349.96,-160.0,-0.300257)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 1, #type: "CityNothing", #aipath: ["CityNothing"], #direction: "NorthSouth", #position: vector(-1349.96,-160.0,-0.300257)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 2, #type: "CityNothing", #aipath: ["CityNothing"], #direction: "NorthSouth", #position: vector(-1349.96,-160.0,-0.300257)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 3, #type: "CityNothing", #aipath: ["CityNothing"], #direction: "NorthSouth", #position: vector(-1349.96,-160.0,-0.300257)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 1, #type: "CityNothing", #aipath: ["CityNothing"], #direction: "NorthSouth", #position: vector(-1349.96,-160.0,-0.300257)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 6, #type: "CityNothing", #aipath: ["CityNothing"], #direction: "NorthSouth", #position: vector(-1349.96,-160.0,-0.300257)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 6, #type: "CityNothing", #aipath: ["CityNothing"], #direction: "NorthSouth", #position: vector(-1349.96,-160.0,-0.300257)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 4, #type: "CityNothing", #aipath: ["CityNothing"], #direction: "NorthSouth", #position: vector(-1349.96,-160.0,-0.300257)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 8, #type: "CityNothing", #aipath: ["CityNothing"], #direction: "NorthSouth", #position: vector(-1349.96,-160.0,-0.300257)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 11, #type: "CityGrassExit", #aipath: ["CityGrassExit"], #direction: "NorthSouth", #position: vector(-1560.0,-910.0,13.4996)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 12, #type: "CityGrassExit", #aipath: ["CityGrassExit"], #direction: "NorthSouth", #position: vector(-1560.0,-910.0,13.4996)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 13, #type: "CityGrassEntrance", #aipath: ["CityGrassEntrance"], #direction: "NorthSouth", #position: vector(-1310.0,-1160.0,3.49965)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 12, #type: "CityGrassEntrance", #aipath: ["CityGrassEntrance"], #direction: "NorthSouth", #position: vector(-1310.0,-1160.0,3.49965)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 12, #type: "CityGrassExit", #aipath: ["CityGrassExit"], #direction: "NorthSouth", #position: vector(-1560.0,-910.0,13.4996)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 14, #type: "CityGrassVertical", #aipath: ["CityGrassVertical"], #direction: "NorthSouth", #position: vector(-1060.0,-1660.0,13.4996)]
CityTrack10Build_End			
