CityTrack13Data_Begin			
	Name	Marakesh RivalBattle	
	GameMode	RivalBattle	
	TargetTime	10000	
	Fog	TRUE	
	FogColor	[101,66,49]	
	FogRange	[100,300]	
	Skybox	DesertYellow	
	AICar	[#car: "SeatRival", #position: vector(6.83547,4.61405,0.0), #orientation: [0.00,1.00,0.00,0.00]]	
	PlayerCar	[#car: "Player", #position: vector(-7.33829,9.39999,0.0), #orientation: [0.00,1.00,0.00,0.00]]	
CityTrack13Data_End			
			
CityTrack13Build_Begin			
	CreateTile	CityAssets	[#type: "CityBeachIntersection", #aipath: ["CityBeachIntersection"], #direction: "NorthSouth", #position: vector(0.0,0.0,0.0), #ArrowsRight_Object: [[vector (15.4225,-0.752676,0.0), [0.00,-0.71,0.00,0.71] ]], #ArrowsLeft_Object: [[vector (-16.7647,1.15816,0.0), [0.00,0.71,0.00,0.71] ]], #Crosses_Object: [[vector (0.165836,63.7619,0.0), [0.00,0.00,0.00,1.00] ]], #Nitro_PickUp: [[vector (-0.107565,-97.7861,1.49999), [-0.71,0.00,0.00,0.71] ]]]
	CreateTile	CityAssets	[#type: "CityCurves", #aipath: ["CityCurves"], #direction: "NorthSouth", #position: vector(0.0,-250.0,0.0), #DirectionArrows_Object: [[vector (63.5129,-254.29,0.299982), [0.00,-0.71,0.00,0.71] ], [vector (37.2018,-246.394,0.299979), [0.00,-0.72,0.00,0.69] ]]]
	CreateTile	CityAssets	[#type: "CityBeachIntersection", #aipath: ["CityBeachIntersection"], #direction: "NorthWest", #position: vector(0.0,-500.0,0.0), #DirectionArrows_Object: [[vector (13.3621,-498.492,0.0), [0.00,-0.71,0.00,0.71] ], [vector (-0.10079,-516.027,0.0), [0.00,1.00,0.00,0.00] ], [vector (-21.1314,-515.898,0.299947), [0.00,1.00,0.00,0.00] ], [vector (-48.005,-515.54,0.299944), [0.00,1.00,0.00,0.00] ]], #CashBig_PickUp: [[vector (-4.42787,-420.06,1.49996), [-0.71,0.00,0.00,0.71] ]], #CashSmall_PickUp: [[vector (-4.68864,-380.161,1.49996), [-0.71,0.00,0.00,0.71] ], [vector (-4.68864,-389.81,1.49996), [-0.71,0.00,0.00,0.71] ], [vector (-4.68864,-401.284,1.49996), [-0.71,0.00,0.00,0.71] ], [vector (-4.68864,-410.411,1.49996), [-0.71,0.00,0.00,0.71] ]]]
	CreateTile	CityAssets	[#type: "CityBeachTwoOne", #aipath: ["CityBeachTwoOne"], #direction: "EastSouth", #position: vector(-250.0,-580.0,0.0), #OilDrumNormal_Object: [[vector (-179.072,-498.521,0.299933), [0.00,0.00,0.00,1.00] ], [vector (-181.626,-497.244,0.299932), [0.00,0.00,0.00,1.00] ], [vector (-178.363,-493.414,0.299933), [0.00,0.00,0.00,1.00] ], [vector (-197.237,-533.931,0.299927), [0.00,0.00,0.00,1.00] ], [vector (-201.019,-534.472,0.299927), [0.00,0.00,0.00,1.00] ], [vector (-203.991,-529.339,0.0), [0.00,0.00,0.00,1.00] ], [vector (-239.652,-532.581,0.299923), [0.00,0.00,0.00,1.00] ], [vector (-249.378,-540.415,0.299921), [0.00,0.00,0.00,1.00] ], [vector (-240.193,-538.794,0.0), [0.00,0.00,0.00,1.00] ], [vector (-260.455,-600.373,0.299915), [0.00,0.00,0.00,1.00] ], [vector (-267.479,-599.023,0.0), [0.00,0.00,0.00,1.00] ], [vector (-261.805,-597.94,0.299915), [0.00,0.00,0.00,1.00] ]], #OilDrumExplosive_Object: [[vector (-177.116,-498.31,0.299933), [0.00,0.00,0.00,1.00] ], [vector (-198.961,-535.829,0.299927), [0.00,0.00,0.00,1.00] ], [vector (-238.875,-538.059,0.0), [0.00,0.00,0.00,1.00] ], [vector (-264.001,-597.045,0.0), [0.00,0.00,0.00,1.00] ]], #Crosses_Object: [[vector (-309.845,-520.596,0.0), [0.00,0.00,0.00,1.00] ]], #Detonator_PickUp: [[vector (-140.674,-501.48,1.74995), [-0.71,0.00,0.00,0.71] ]]]
	CreateTile	CityAssets	[#type: "CityBeachEnd", #aipath: ["CityBeachEnd"], #direction: "NorthSouth", #position: vector(-270.057,-829.995,-0.000107874), #Nitro_PickUp: [[vector (-300.923,-716.34,1.4999), [-0.71,0.00,0.00,0.71] ]]]
	CreateTile	CityAssets	[#type: "CityBeachPier", #aipath: ["CityBeachPier"], #direction: "NorthSouth", #position: vector(-270.001,-1080.0,-0.000134777), #Nitro_PickUp: [[vector (-259.796,-1180.82,1.49986), [-0.71,0.00,0.00,0.71] ], [vector (-283.087,-999.47,-8.35012), [-0.71,0.00,0.00,0.71] ]], #HiddenPackage_PickUp: [[vector (-317.004,-1078.0,-8.35014), [-0.71,0.00,0.00,0.71] ]], #CashSmall_PickUp: [[vector (-243.632,-1027.39,1.49987), [-0.71,0.00,0.00,0.71] ], [vector (-249.983,-1043.98,1.49987), [-0.71,0.00,0.00,0.71] ], [vector (-256.643,-1064.42,1.49987), [-0.71,0.00,0.00,0.71] ]]]
	CreateTile	CityAssets	[#type: "CityBeachVerticalHill", #aipath: ["CityBeachVerticalHill"], #direction: "NorthSouth", #position: vector(-310.001,-1330.0,-0.000165684), #Pylon_Object: [[vector (-259.478,-1357.64,-6.78126), [0.00,-0.28,0.00,0.96] ], [vector (-262.912,-1356.15,-6.78126), [0.00,-0.53,0.00,0.85] ], [vector (-265.291,-1356.37,-6.78127), [0.00,-0.76,0.00,0.65] ]], #OilDrumNormal_Object: [[vector (-241.667,-1336.01,-6.78018), [0.00,0.00,0.00,1.00] ], [vector (-238.685,-1331.57,-6.48018), [0.00,0.00,0.00,1.00] ], [vector (-239.518,-1336.09,-6.48018), [0.00,0.00,0.00,1.00] ], [vector (-262.791,-1338.03,-6.78018), [0.00,0.00,0.00,1.00] ], [vector (-280.364,-1331.08,-6.48018), [0.00,0.00,0.00,1.00] ], [vector (-264.068,-1357.22,-6.78018), [0.00,0.00,0.00,1.00] ], [vector (-280.439,-1361.92,-6.35359), [-0.02,0.00,0.00,1.00] ]], #OilDrumExplosive_Object: [[vector (-238.626,-1328.09,-6.48018), [0.00,0.00,0.00,1.00] ], [vector (-266.866,-1357.45,-6.78018), [0.00,0.00,0.00,1.00] ]], #RoadBlock_Object: [[vector (-223.589,-1321.03,-6.48017), [0.00,1.00,0.00,0.00] ], [vector (-230.228,-1321.41,-6.48018), [0.00,1.00,0.00,0.00] ], [vector (-236.355,-1321.89,-6.48018), [0.00,1.00,0.00,0.00] ], [vector (-284.042,-1315.34,-6.2136), [0.02,0.00,0.00,1.00] ], [vector (-291.05,-1315.5,-6.2217), [0.02,0.00,0.00,1.00] ], [vector (-297.676,-1315.64,-6.22846), [0.02,0.00,0.00,1.00] ]], #CrateBig_Object: [[vector (-258.542,-1360.0,-6.77338), [0.01,0.92,0.02,-0.38] ], [vector (-266.942,-1360.51,-6.69111), [0.01,0.92,0.02,-0.39] ], [vector (-282.254,-1363.27,-6.25602), [0.01,0.92,0.02,-0.39] ], [vector (-266.793,-1359.67,-4.80188), [0.01,0.92,0.02,-0.39] ], [vector (-261.968,-1359.14,-6.78018), [0.00,-0.79,0.00,0.61] ]], #Dumpster_Object: [[vector (-243.779,-1340.15,-6.78018), [0.00,0.50,0.00,0.87] ]], #Ramp4_Object: [[vector (-245.383,-1324.97,-6.78018), [0.00,1.00,0.00,0.00] ], [vector (-255.32,-1325.21,-6.78018), [0.00,1.00,0.00,0.00] ], [vector (-266.678,-1324.29,-6.78018), [0.00,1.00,0.00,0.00] ], [vector (-275.804,-1324.34,-6.78018), [0.00,1.00,0.00,0.00] ], [vector (-244.941,-1328.68,-5.84085), [-0.00,1.00,0.03,-0.07] ], [vector (-255.05,-1328.57,-5.30737), [-0.00,1.00,0.09,0.01] ], [vector (-266.064,-1327.94,-5.65928), [0.00,1.00,0.10,-0.02] ], [vector (-275.941,-1329.05,-5.61318), [-0.00,1.00,0.04,-0.00] ]], #SandBag_Object: [[vector (-239.75,-1324.13,-6.48018), [0.00,0.00,0.00,1.00] ], [vector (-240.945,-1320.02,-6.57847), [0.03,-0.44,-0.00,0.90] ], [vector (-242.529,-1318.67,-6.65804), [0.02,-0.54,0.01,0.84] ], [vector (-257.629,-1319.23,-6.68572), [0.02,-0.55,0.01,0.84] ], [vector (-261.66,-1319.35,-5.37063), [0.02,-0.64,0.02,0.77] ], [vector (-263.344,-1319.56,-6.70719), [0.02,-0.64,0.02,0.77] ], [vector (-262.673,-1318.33,-6.64023), [0.02,-0.48,0.01,0.88] ], [vector (-279.307,-1317.64,-6.60744), [0.02,-0.54,0.01,0.84] ], [vector (-280.508,-1318.04,-6.32675), [0.02,-0.35,0.01,0.94] ], [vector (-280.829,-1316.82,-6.26721), [0.02,-0.35,0.01,0.94] ], [vector (-234.992,-1319.12,-6.37909), [0.02,0.38,-0.01,0.92] ]], #Nitro_PickUp: [[vector (-270.565,-1346.61,-0.03016), [-0.71,0.00,0.00,0.71] ], [vector (-252.513,-1347.27,0.219842), [-0.71,0.00,0.00,0.71] ]], #Detonator_PickUp: [[vector (-259.99,-1248.94,0.465551), [-0.71,0.00,0.00,0.71] ]]]
	CreateTile	CityAssets	[#type: "CityBeachCurve3", #aipath: ["CityBeachCurve3"], #direction: "NorthWest", #position: vector(-250.001,-1580.0,0.0)]
	CreateTile	CityAssets	[#type: "CityBeachHorizontalHill", #aipath: ["CityBeachHorizontalHill"], #direction: "EastWest", #position: vector(-500.001,-1580.0,0.0), #Nitro_PickUp: [[vector (-483.456,-1579.7,-5.85274), [-0.71,0.00,0.00,0.71] ]], #Repair_PickUp: [[vector (-483.572,-1564.0,-5.85855), [-0.71,0.00,0.00,0.71] ]]]
	CreateTile	CityAssets	[#type: "CityBeachCurve4", #aipath: ["CityBeachCurve4"], #direction: "EastSouth", #position: vector(-750.001,-1580.57,-0.000101305), #DirectionArrows_Object: [[vector (-770.67,-1653.96,-0.00010848), [0.00,-0.79,0.00,0.61] ], [vector (-763.402,-1636.32,-0.000106335), [0.00,-0.81,0.00,0.58] ], [vector (-754.868,-1621.53,-0.000104427), [0.00,0.90,0.00,-0.44] ]], #CashSmall_PickUp: [[vector (-717.06,-1593.35,1.4999), [-0.71,0.00,0.00,0.71] ], [vector (-732.513,-1608.38,1.4999), [-0.71,0.00,0.00,0.71] ], [vector (-745.281,-1624.93,1.4999), [-0.71,0.00,0.00,0.71] ]]]
	CreateTile	CityAssets	[#type: "CityBeachStart", #aipath: ["CityBeachStart"], #direction: "NorthSouth", #position: vector(-810.001,-1830.57,-0.000327808), #Nitro_PickUp: [[vector (-760.467,-1833.87,1.49988), [-0.71,0.00,0.00,0.71] ]]]
	CreateTile	CityAssets	[#type: "CityCross", #aipath: ["CityCross"], #direction: "NorthSouth", #position: vector(-770.001,-2080.57,-0.000151994), #OilDrumExplosive_Object: [[vector (-760.572,-1993.29,0.499858), [0.00,0.00,0.00,1.00] ], [vector (-780.059,-2027.04,0.011133), [0.00,-0.00,0.01,1.00] ], [vector (-738.996,-2070.88,0.0210962), [0.00,-0.00,-0.01,1.00] ], [vector (-765.559,-2098.14,0.0422798), [0.00,-0.00,0.01,1.00] ], [vector (-752.22,-2092.62,6.2795), [-0.02,-0.00,-0.01,1.00] ], [vector (-750.248,-2094.24,6.27946), [-0.02,-0.00,-0.01,1.00] ], [vector (-738.648,-2090.88,4.47748), [0.00,-0.00,0.00,1.00] ], [vector (-736.677,-2092.03,4.45166), [0.02,-0.00,0.01,1.00] ]], #CrateBig_Object: [[vector (-752.699,-2094.94,6.34215), [0.00,0.00,0.00,1.00] ], [vector (-752.156,-2094.83,8.20681), [0.00,0.38,0.00,0.92] ], [vector (-750.035,-2096.19,6.341), [0.00,0.38,0.00,0.92] ], [vector (-740.65,-2092.44,4.52653), [0.03,0.38,0.00,0.92] ], [vector (-738.041,-2093.47,4.42783), [0.02,0.71,-0.01,0.71] ]], #Detonator_PickUp: [[vector (-760.145,-1961.03,1.74989), [-0.71,0.00,0.00,0.71] ]]]
	CreateTile	CityAssets	[#type: "CityBeachCurves", #aipath: ["CityBeachCurves"], #direction: "NorthSouth", #position: vector(-730.001,-2330.57,-0.000172874)]
	CreateTile	CityAssets	[#type: "CityBeachVerticalHill", #aipath: ["CityBeachVerticalHill"], #direction: "NorthSouth", #position: vector(-709.937,-2580.57,-0.000172503), #DirectionArrows_Object: [[vector (-723.122,-2611.02,-9.82733), [-0.01,0.00,0.00,1.00] ]], #Nitro_PickUp: [[vector (-669.995,-2473.63,1.40911), [-0.71,0.00,0.00,0.71] ]], #CashSmall_PickUp: [[vector (-669.892,-2625.19,-4.5644), [-0.71,0.00,0.00,0.71] ], [vector (-670.027,-2595.7,-5.28019), [-0.71,0.00,0.00,0.71] ], [vector (-670.027,-2569.69,-5.23863), [-0.71,0.00,0.00,0.71] ]]]
	CreateTile	CityAssets	[#type: "CityOneTwoBeach", #aipath: ["CityOneTwoBeach"], #direction: "NorthWest", #position: vector(-709.937,-2830.57,-0.000195596), #ArrowsRight_Object: [[vector (-631.707,-2752.35,0.299823), [0.00,-0.87,0.00,0.50] ], [vector (-651.337,-2787.59,-0.000182867), [0.00,-0.87,0.00,0.50] ], [vector (-671.239,-2820.75,0.299812), [0.00,-0.87,0.00,0.50] ], [vector (-695.075,-2852.02,0.299807), [0.00,0.92,0.00,-0.38] ]], #Nitro_PickUp: [[vector (-711.168,-2857.81,1.49981), [-0.71,0.00,0.00,0.71] ]], #Repair_PickUp: [[vector (-717.521,-2851.59,1.4998), [-0.71,0.00,0.00,0.71] ]]]
	CreateTile	CityAssets	[#type: "CityBeachTwoOne", #aipath: ["CityBeachTwoOne"], #direction: "EastSouth", #position: vector(-959.937,-2990.57,-0.00023135), #Crosses_Object: [[vector (-1020.28,-2924.62,-0.000234127), [0.00,0.00,0.00,1.00] ]]]
	CreateTile	CityAssets	[#type: "CityBeachCurves", #aipath: ["CityBeachCurves"], #direction: "NorthSouth", #position: vector(-999.937,-3240.57,-0.000265596), #Nitro_PickUp: [[vector (-940.708,-3353.08,1.49974), [-0.71,0.00,0.00,0.71] ]]]
	CreateTile	CityAssets	[#type: "CityBeachVerticalHill", #aipath: ["CityBeachVerticalHill"], #direction: "NorthSouth", #position: vector(-979.874,-3490.57,-0.000265224), #DirectionArrows_Object: [[vector (-993.188,-3527.41,-9.72739), [-0.00,0.00,0.01,1.00] ]], #Crosses_Object: [[vector (-992.772,-3542.65,-9.85027), [0.00,1.00,0.00,-0.03] ]]]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 18, #type: "CityBeachBahnStart", #aipath: ["CityBeachBahnStart"], #direction: "NorthSouth", #position: vector(-979.874,-3740.57,0.0)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 1, #type: "CityCurve3", #aipath: ["CityCurve3"], #direction: "NorthSouth", #position: vector(-250.0,0.0,-0.000163357)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 1, #type: "CityCurve2", #aipath: ["CityCurve2"], #direction: "NorthSouth", #position: vector(250.0,0.0,-0.000121896)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 1, #type: "CityCurve4", #aipath: ["CityCurve4"], #direction: "NorthSouth", #position: vector(0.0,250.469,0.0)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 3, #type: "CityNothing", #aipath: ["CityNothing"], #direction: "NorthSouth", #position: vector(0.0367602,-750.0,-0.30007)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 3, #type: "CityNothing", #aipath: ["CityNothing"], #direction: "NorthSouth", #position: vector(0.0367602,-750.0,-0.30007)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 4, #type: "CityNothing", #aipath: ["CityNothing"], #direction: "NorthSouth", #position: vector(0.0367602,-750.0,-0.30007)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 7, #type: "CityBeachSea", #aipath: ["CityBeachSea"], #direction: "NorthSouth", #position: vector(-560.0,-1330.0,-0.000190684)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 7, #type: "CityBeachSea", #aipath: ["CityBeachSea"], #direction: "NorthSouth", #position: vector(-560.0,-1330.0,-0.000190684)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 10, #type: "CityBeachSea", #aipath: ["CityBeachSea"], #direction: "NorthSouth", #position: vector(-560.0,-1330.0,-0.000190684)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 10, #type: "CityBeachSea", #aipath: ["CityBeachSea"], #direction: "NorthSouth", #position: vector(-560.0,-1330.0,-0.000190684)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 10, #type: "CityBeachSea", #aipath: ["CityBeachSea"], #direction: "NorthSouth", #position: vector(-560.0,-1330.0,-0.000190684)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 13, #type: "CityBeachSea", #aipath: ["CityBeachSea"], #direction: "NorthSouth", #position: vector(-560.0,-1330.0,-0.000190684)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 14, #type: "CityBeachSea", #aipath: ["CityBeachSea"], #direction: "NorthSouth", #position: vector(-560.0,-1330.0,-0.000190684)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 16, #type: "CityNothing", #aipath: ["CityNothing"], #direction: "NorthSouth", #position: vector(0.0367602,-750.0,-0.30007)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 17, #type: "CityBeachSea", #aipath: ["CityBeachSea"], #direction: "NorthSouth", #position: vector(-560.0,-1330.0,-0.000190684)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 16, #type: "CityBeachSea", #aipath: ["CityBeachSea"], #direction: "NorthSouth", #position: vector(-560.0,-1330.0,-0.000190684)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 18, #type: "CityBeachSea", #aipath: ["CityBeachSea"], #direction: "NorthSouth", #position: vector(-560.0,-1330.0,-0.000190684)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 18, #type: "CityBeachSea", #aipath: ["CityBeachSea"], #direction: "NorthSouth", #position: vector(-560.0,-1330.0,-0.000190684)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 6, #type: "CityBeachSea", #aipath: ["CityBeachSea"], #direction: "NorthSouth", #position: vector(-560.0,-1330.0,-0.000190684)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 15, #type: "CityNothing", #aipath: ["CityNothing"], #direction: "NorthSouth", #position: vector(0.0367602,-750.0,-0.30007)]
CityTrack13Build_End			
