JungleTrack8Data_Begin			
	Name	Congo	
	GameMode	Rampage	
	TargetTime	120000	
	Fog	TRUE	
	FogColor	[230,235,240]	
	FogRange	[25,600]	
	Skybox	Night	
	PlayerCar	[#car: "Player", #position: vector(10.9892,255.887,1.13591), #orientation: [-0.01,-0.41,0.01,0.91]]	
JungleTrack8Data_End			
			
JungleTrack8Build_Begin			
	CreateTile	JungleAssets	[#type: "JungleDirtVertical1", #aipath: ["JungleDirtVertical1"], #direction: "SouthNorth", #position: vector(0.0,0.0,0.0)]
	CreateTile	JungleAssets	[#type: "JungleDirtHorizontal3", #aipath: ["JungleDirtHorizontal3"], #direction: "SouthNorth", #position: vector(0.00025,250.0,0.000261057), #Dumpster_Object: [[vector (57.9045,294.239,1.29052), [0.01,-0.76,0.01,0.65] ]], #GarbageBag_Object: [[vector (55.636,296.151,1.27057), [-0.01,-0.00,-0.06,1.00] ], [vector (54.2491,297.589,1.08263), [0.01,-0.71,0.01,0.70] ], [vector (54.3592,295.757,1.1164), [0.04,-0.69,-0.03,0.72] ]]]
	CreateTile	JungleAssets	[#type: "JungleDirtOuterCurve1", #aipath: ["JungleDirtOuterCurve1"], #direction: "SouthEast", #position: vector(88.801,493.376,2.3006), #CrateSmall_Object: [[vector (45.5988,372.063,2.00044), [0.00,0.26,0.00,0.97] ], [vector (46.9033,370.291,2.00044), [0.00,0.50,0.00,0.87] ]], #OilDrumExplosive_Object: [[vector (52.1924,373.138,2.00045), [0.00,0.00,0.00,1.00] ], [vector (58.5079,372.627,2.00045), [0.00,0.26,0.00,0.97] ], [vector (64.881,372.37,2.11738), [-0.01,0.26,-0.05,0.96] ]], #CrateBig_Object: [[vector (77.2583,501.74,2.78652), [0.05,0.50,0.01,0.87] ], [vector (74.4726,502.3,2.83869), [0.01,0.92,-0.01,0.38] ], [vector (75.6033,502.196,4.72965), [0.01,0.97,-0.01,0.26] ]], #StopSign_Object: [[vector (49.4113,372.231,2.00044), [0.00,0.00,0.00,1.00] ], [vector (55.36,372.703,2.00045), [0.00,0.00,0.00,1.00] ], [vector (61.5195,371.912,2.00046), [0.00,-0.13,0.00,0.99] ]], #LogBig_Object: [[vector (66.359,416.068,2.49039), [-0.02,0.92,0.01,-0.38] ], [vector (212.284,538.722,4.44548), [0.05,0.38,-0.02,0.92] ]], #LogSmall_Object: [[vector (208.089,538.777,4.30751), [0.04,0.50,-0.02,0.86] ]], #SheetSmall_Object: [[vector (75.1034,498.987,2.46784), [0.04,-0.00,0.03,1.00] ]], #LupoBlue: [[vector (60.1343,435.727,2.05952), [0.00,-0.13,0.00,0.99] ]], #TransporterRed: [[vector (65.0393,454.942,2.18841), [0.00,-0.26,0.00,0.97] ]], #TruckGreen: [[vector (47.8298,446.446,2.24274), [-0.00,1.00,-0.01,0.00] ]]]
	CreateTile	JungleAssets	[#type: "JungleDirtHorizontal2", #aipath: ["JungleDirtHorizontal2"], #direction: "WestEast", #position: vector(338.801,527.531,4.3009), #CrateSmall_Object: [[vector (365.665,506.876,28.741), [-0.27,-0.12,-0.06,0.95] ], [vector (361.115,493.845,41.1841), [-0.35,-0.16,-0.08,0.92] ]], #OilDrumExplosive_Object: [[vector (259.14,518.734,4.70551), [-0.00,0.13,-0.01,0.99] ], [vector (257.432,517.13,4.672), [-0.00,0.13,-0.01,0.99] ], [vector (257.44,518.556,4.67055), [-0.01,0.50,-0.01,0.87] ], [vector (289.384,537.668,5.68623), [0.05,0.04,-0.02,1.00] ], [vector (299.979,534.366,6.01433), [0.01,0.04,-0.03,1.00] ], [vector (310.352,529.754,6.50223), [0.01,0.05,-0.03,1.00] ], [vector (321.269,520.408,7.0895), [-0.00,0.05,-0.03,1.00] ]], #CrateBig_Object: [[vector (301.914,508.036,6.13541), [-0.01,0.27,-0.01,0.96] ], [vector (368.556,484.221,9.49523), [-0.00,0.00,-0.02,1.00] ], [vector (369.622,486.948,9.54613), [-0.01,0.38,-0.02,0.92] ], [vector (369.731,486.651,11.4668), [-0.01,0.61,-0.02,0.79] ]], #SheetBig_Object: [[vector (300.94,532.47,5.87521), [0.06,0.14,-0.06,0.99] ]], #GasTank_Object: [[vector (266.468,513.568,5.14281), [-0.01,0.71,-0.01,0.71] ]], #SandBag_Object: [[vector (257.752,518.165,6.46356), [-0.01,0.44,-0.01,0.90] ], [vector (301.604,508.629,8.00757), [-0.02,0.44,-0.01,0.90] ]], #TransporterWhite: [[vector (218.797,520.056,4.00078), [0.00,-0.71,0.00,0.71] ], [vector (367.359,473.273,9.32439), [0.01,-0.71,-0.02,0.71] ]], #Nitro_PickUp: [[vector (442.773,486.646,11.501), [0.05,-0.58,-0.03,0.81] ]], #Detonator_PickUp: [[vector (225.212,531.192,5.50079), [0.05,-0.58,-0.03,0.81] ]]]
	CreateTile	JungleAssets	[#type: "JungleDirtInnerCurve2", #aipath: ["JungleDirtInnerCurve2"], #direction: "WestNorth", #position: vector(588.801,525.015,8.30117), #CrateBig_Object: [[vector (584.817,639.954,8.35982), [-0.00,0.38,0.00,0.92] ], [vector (584.455,640.503,10.2317), [-0.00,0.61,0.00,0.79] ], [vector (583.054,638.197,8.37064), [-0.00,0.97,0.00,0.26] ]], #SheetSmall_Object: [[vector (585.363,635.831,8.14356), [-0.01,0.38,0.00,0.92] ]], #TransporterRed: [[vector (496.278,489.804,10.001), [0.00,-0.56,0.00,0.83] ]], #TransporterWhite: [[vector (606.611,594.121,9.0032), [-0.01,-0.11,-0.01,0.99] ], [vector (535.553,504.808,10.0255), [0.00,-0.44,0.00,0.90] ]], #TruckRed: [[vector (511.705,506.349,10.0011), [0.00,0.83,0.00,0.56] ]]]
	CreateTile	JungleAssets	[#type: "JungleDirtVertical2", #aipath: ["JungleDirtVertical2"], #direction: "SouthNorth", #position: vector(600.466,775.015,8.00142), #CrateSmall_Object: [[vector (586.173,780.748,-9.62768), [-0.13,0.26,0.10,0.95] ], [vector (609.467,809.86,-19.0967), [-0.12,0.65,0.08,0.75] ], [vector (609.631,818.413,-21.5886), [-0.08,0.88,0.12,0.44] ], [vector (576.366,799.674,-15.8787), [-0.02,0.96,0.19,0.22] ]], #OilDrumNormal_Object: [[vector (578.006,802.084,-16.9343), [-0.16,0.00,0.00,0.99] ]], #OilDrumExplosive_Object: [[vector (552.279,897.13,-34.4104), [0.01,0.12,-0.00,0.99] ], [vector (596.627,850.867,-29.9752), [-0.10,0.33,0.03,0.94] ], [vector (593.633,845.921,-28.9651), [-0.09,-0.54,-0.06,0.84] ], [vector (555.905,893.413,-34.5011), [0.01,0.40,-0.00,0.92] ], [vector (554.17,899.249,-34.3528), [0.01,0.40,-0.01,0.92] ], [vector (587.281,791.153,-13.2312), [-0.16,0.01,0.06,0.99] ], [vector (586.088,792.364,-13.4915), [-0.18,0.27,0.08,0.94] ]], #CrateBig_Object: [[vector (591.04,855.38,-30.8225), [-0.08,0.38,0.03,0.92] ], [vector (590.026,857.749,-31.2923), [-0.06,0.71,0.06,0.70] ], [vector (590.448,855.044,-28.7413), [-0.06,0.71,0.06,0.70] ]], #TransporterRed: [[vector (578.531,830.011,-25.0568), [0.02,0.98,0.13,-0.13] ]], #TransporterWhite: [[vector (607.181,776.666,-8.68954), [-0.15,0.11,0.01,0.98] ]], #TruckRed: [[vector (598.669,808.707,-18.8533), [-0.15,0.13,0.03,0.98] ]], #Detonator_PickUp: [[vector (597.406,700.792,10.262), [0.05,-0.58,-0.03,0.81] ]]]
	CreateTile	JungleAssets	[#type: "JungleBridgeEntrance", #aipath: ["JungleBridgeEntrance"], #direction: "SouthNorth", #position: vector(604.806,1025.02,-56.3159), #CrateSmall_Object: [[vector (614.036,1098.51,-56.3172), [0.00,0.00,0.00,1.00] ], [vector (608.067,1098.44,-56.3172), [0.00,0.00,0.00,1.00] ]], #OilDrumExplosive_Object: [[vector (593.222,1026.55,-56.2571), [-0.02,0.00,0.06,1.00] ], [vector (591.412,1025.86,-56.2294), [-0.01,0.39,0.01,0.92] ], [vector (607.829,1098.42,-55.0348), [0.00,0.97,0.00,-0.22] ], [vector (606.129,1098.21,-56.3172), [0.00,-0.73,0.00,0.68] ]], #RoadBlock_Object: [[vector (598.449,1100.26,-56.3172), [0.00,-0.00,0.00,1.00] ], [vector (603.976,1100.15,-56.3172), [0.00,0.00,0.00,1.00] ], [vector (612.173,1148.12,-56.3172), [0.00,1.00,0.00,0.00] ], [vector (606.843,1148.11,-56.3172), [0.00,1.00,0.00,0.00] ]], #CrateBig_Object: [[vector (593.092,1023.25,-56.1715), [-0.01,0.00,0.01,1.00] ]], #StopSign_Object: [[vector (610.647,1100.96,-56.3172), [0.00,0.00,0.00,1.00] ]], #Repair_PickUp: [[vector (604.901,1122.15,-55.0672), [0.05,-0.58,-0.03,0.81] ]]]
	CreateTile	JungleAssets	[#type: "JungleBridgeVertical", #aipath: ["JungleBridgeVertical"], #direction: "SouthNorth", #position: vector(604.806,1275.02,-56.317)]
	CreateTile	JungleAssets	[#type: "JungleBridgeExit", #aipath: ["JungleBridgeExit"], #direction: "SouthNorth", #position: vector(604.806,1525.02,-56.3153), #CrateSmall_Object: [[vector (611.758,1477.22,-56.3168), [0.00,0.00,0.00,1.00] ], [vector (596.871,1455.4,-56.3169), [0.00,0.50,0.00,0.87] ], [vector (596.578,1454.91,-55.0345), [0.00,0.50,0.00,0.87] ], [vector (608.526,1500.14,-46.3172), [0.00,0.26,-0.00,0.97] ]], #OilDrumNormal_Object: [[vector (597.87,1457.11,-56.3169), [0.00,0.00,0.00,1.00] ], [vector (608.277,1499.76,-45.0291), [0.00,0.00,-0.00,1.00] ]], #OilDrumExplosive_Object: [[vector (612.599,1479.11,-56.3168), [0.00,0.61,0.00,0.79] ], [vector (613.205,1476.53,-56.3168), [0.00,0.61,0.00,0.79] ], [vector (600.076,1512.86,-56.3167), [0.00,-0.01,0.00,1.00] ], [vector (606.993,1513.05,-56.3167), [0.00,-0.01,0.00,1.00] ], [vector (600.568,1477.69,-54.4513), [0.00,0.00,0.00,1.00] ], [vector (605.658,1480.02,-56.3168), [0.00,-0.00,0.00,1.00] ], [vector (609.828,1479.51,-56.3168), [0.00,0.24,0.00,0.97] ]], #CrateBig_Object: [[vector (597.808,1479.23,-56.3169), [0.00,0.26,0.00,0.97] ], [vector (600.564,1478.77,-56.3168), [0.00,0.50,0.00,0.87] ], [vector (612.042,1484.35,-56.3168), [0.00,0.50,0.00,0.87] ]], #StopSign_Object: [[vector (597.005,1511.2,-56.3167), [0.00,0.99,0.00,-0.13] ], [vector (603.019,1511.26,-56.3167), [0.00,1.00,0.00,0.05] ], [vector (610.073,1513.37,-56.3166), [0.00,1.00,0.00,-0.08] ]], #Dumpster_Object: [[vector (636.34,1582.71,-57.9015), [-0.02,-0.38,-0.01,0.92] ]], #GarbageBag_Object: [[vector (633.057,1585.53,-58.0514), [0.02,0.00,-0.03,1.00] ]], #SandBag_Object: [[vector (611.535,1476.58,-55.0647), [0.00,0.38,0.00,0.92] ]], #Detonator_PickUp: [[vector (610.811,1408.18,-54.7477), [0.05,-0.58,-0.03,0.81] ]]]
	CreateTile	JungleAssets	[#type: "JungleDirtExit", #aipath: ["JungleDirtExit"], #direction: "SouthNorth", #position: vector(630.189,1775.02,-57.7889), #CrateSmall_Object: [[vector (615.161,1773.99,-56.5842), [0.04,0.26,0.04,0.96] ], [vector (616.09,1775.14,-56.6784), [0.03,0.50,0.04,0.87] ], [vector (615.935,1773.82,-55.3119), [0.05,0.50,0.03,0.87] ]], #VendingMachine_Object: [[vector (648.076,1765.89,-57.7859), [0.00,0.00,-0.00,1.00] ], [vector (650.324,1765.98,-57.7849), [0.00,0.00,-0.00,1.00] ]], #MailBox_Object: [[vector (645.864,1765.9,-57.787), [0.00,0.00,-0.00,1.00] ]], #Dumpster_Object: [[vector (619.717,1752.79,-57.6456), [-0.00,0.39,0.01,0.92] ]], #GarbageBag_Object: [[vector (618.077,1748.92,-57.5482), [-0.01,0.00,0.01,1.00] ], [vector (616.467,1750.56,-57.5549), [-0.00,0.42,0.01,0.91] ]], #GasTank_Object: [[vector (604.782,1795.01,-56.19), [0.01,0.79,0.04,0.61] ], [vector (606.673,1778.67,-56.0189), [0.04,0.79,0.02,0.61] ]], #TruckRed: [[vector (621.924,1703.48,-57.7889), [0.00,1.00,0.00,0.00] ]], #HiddenPackage_PickUp: [[vector (619.279,1752.63,-55.9476), [0.05,-0.58,-0.03,0.81] ]]]
	CreateTile	JungleAssets	[#type: "JungleRoadTransferDirt1", #aipath: ["JungleRoadTransferDirt1"], #direction: "SouthEast", #position: vector(630.189,2025.01,-51.6603), #CrateSmall_Object: [[vector (615.783,1961.18,-51.2587), [-0.02,-0.24,0.00,0.97] ], [vector (614.347,1960.1,-51.1375), [-0.03,-0.48,-0.00,0.87] ], [vector (615.001,1959.88,-49.7977), [-0.03,-0.48,-0.00,0.87] ], [vector (614.93,1959.56,-48.4488), [-0.03,-0.84,-0.02,0.54] ], [vector (615.681,1959.02,-51.1293), [0.02,1.00,0.02,0.08] ], [vector (645.468,1969.74,-51.6336), [-0.01,0.00,-0.04,1.00] ]], #OilDrumNormal_Object: [[vector (644.135,1968.41,-51.7013), [-0.01,-0.00,-0.04,1.00] ]], #OilDrumExplosive_Object: [[vector (645.835,1968.25,-51.5554), [-0.01,-0.00,-0.04,1.00] ], [vector (658.606,1999.8,-52.5243), [0.00,0.00,-0.00,1.00] ], [vector (666.019,2001.86,-52.4722), [0.00,0.00,-0.01,1.00] ], [vector (675.292,2004.81,-52.3392), [0.01,0.00,-0.01,1.00] ], [vector (684.51,2008.47,-52.1947), [0.01,-0.00,-0.00,1.00] ]], #VendingMachine_Object: [[vector (608.143,1961.42,-51.0753), [-0.03,-0.13,0.01,0.99] ], [vector (611.0,1961.12,-51.1156), [-0.03,-0.00,0.01,1.00] ]], #StopSign_Object: [[vector (615.954,1980.67,-52.2864), [-0.01,0.66,0.01,0.75] ], [vector (616.266,1987.55,-52.5398), [0.01,0.66,-0.00,0.75] ]], #DirectionArrows_Object: [[vector (623.803,1995.45,-52.4324), [0.01,-0.00,0.00,1.00] ], [vector (640.661,1997.33,-52.4678), [0.01,0.12,0.00,0.99] ]], #LupoRed: [[vector (745.629,2018.44,-51.9602), [0.00,-0.71,0.00,0.71] ]], #Nitro_PickUp: [[vector (681.816,1996.92,-51.1267), [0.05,-0.58,-0.03,0.81] ]], #Detonator_PickUp: [[vector (629.656,1942.11,-49.7679), [0.05,-0.58,-0.03,0.81] ]]]
	CreateTile	JungleAssets	[#type: "JungleRoadCurve3", #aipath: ["JungleRoadCurve3"], #direction: "WestNorth", #position: vector(880.189,2025.01,-51.66), #RoadBlock_Object: [[vector (832.3,2028.38,-50.9886), [-0.05,0.38,-0.00,0.92] ], [vector (846.416,2036.73,-50.7562), [-0.04,0.53,-0.01,0.85] ]], #TransporterRed: [[vector (885.743,2145.33,-51.8878), [-0.00,0.00,-0.00,1.00] ]], #TransporterWhite: [[vector (855.571,2071.27,-51.2258), [-0.01,0.97,0.01,0.26] ]], #TruckGreen: [[vector (882.054,2106.2,-51.2655), [-0.01,0.00,-0.00,1.00] ], [vector (840.017,2055.64,-51.2006), [-0.01,0.92,0.00,0.38] ]]]
