JungleTrack4Data_Begin			
	Name	New track	
	GameMode	Race	
	TargetTime	120000	
	Fog	TRUE	
	FogColor	[230,235,240]	
	FogRange	[25,600]	
	Skybox	JungleCloudy	
	PlayerCar	[#car: "Player", #position: vector(1.12221,-32.1213,-1.29526), #orientation: [0.01,-0.26,0.00,0.97]]	
	AICar	[#car: "AudiR8", #position: vector(-5.39722,-29.0806,-1.23514), #orientation: [0.01,-0.26,0.00,0.97]]	
	AICar	[#car: "NissanRival", #position: vector(5.70862,-23.7268,-1.2159), #orientation: [0.00,-0.26,0.00,0.97]]	
	AICar	[#car: "Eclipse", #position: vector(-0.599966,-20.2978,-1.17321), #orientation: [0.00,-0.26,0.00,0.97]]	
JungleTrack4Data_End			
			
JungleTrack4Build_Begin			
	CreateTile	JungleAssets	[#type: "JungleRoadVertical3", #aipath: ["JungleRoadVertical3"], #direction: "SouthNorth", #position: vector(0.0,0.0,0.0), #Dumpster_Object: [[vector (33.2436,42.143,-0.99333), [0.02,-0.40,-0.04,0.91] ]], #GarbageBag_Object: [[vector (29.2012,41.5714,-1.23605), [-0.01,0.00,-0.00,1.00] ], [vector (30.5633,39.8023,-1.21509), [-0.01,0.00,-0.00,1.00] ]]]
	CreateTile	JungleAssets	[#type: "JungleRoadVertical2", #aipath: ["JungleRoadVertical2"], #direction: "SouthNorth", #position: vector(0.00232766,250.0,-1.3488), #CrateSmall_Object: [[vector (20.3145,337.77,8.25075), [0.02,0.92,-0.04,0.38] ]], #OilDrumExplosive_Object: [[vector (18.7813,336.845,6.17999), [0.04,0.00,0.00,1.00] ]], #CrateBig_Object: [[vector (20.5123,338.426,6.36085), [0.04,0.26,-0.01,0.97] ]], #Ramp3_Object: [[vector (-3.86617,129.141,-1.64893), [0.00,0.00,0.00,1.00] ]], #TransporterWhite: [[vector (26.4369,362.137,7.66658), [0.00,0.99,-0.01,0.13] ]], #Nitro_PickUp: [[vector (-3.97384,146.899,3.10109), [-0.00,0.97,-0.00,0.23] ]]]
	CreateTile	JungleAssets	[#type: "JungleRoadCurve1", #aipath: ["JungleRoadCurve1"], #direction: "SouthEast", #position: vector(31.4174,500.0,8.13379), #RoadBlock_Object: [[vector (32.0733,484.358,9.63258), [0.05,0.26,0.05,0.96] ], [vector (50.5199,507.564,8.83485), [-0.00,0.18,0.02,0.98] ]], #LogBig_Object: [[vector (61.0991,485.834,8.1633), [-0.00,-0.01,0.02,1.00] ], [vector (56.9013,483.974,8.34774), [0.00,0.25,0.02,0.97] ]], #TruckGreen: [[vector (25.2413,407.415,7.83369), [0.00,1.00,0.00,0.00] ]]]
	CreateTile	JungleAssets	[#type: "JungleRoadHorizontal1", #aipath: ["JungleRoadHorizontal1"], #direction: "WestEast", #position: vector(281.398,500.007,8.13403), #CrateSmall_Object: [[vector (309.292,494.801,7.83405), [0.00,0.00,0.00,1.00] ], [vector (307.076,502.449,9.69961), [0.00,-0.50,0.00,0.87] ]], #OilDrumNormal_Object: [[vector (306.034,506.354,7.83406), [0.00,0.00,0.00,1.00] ], [vector (303.744,505.078,7.83406), [0.00,-0.71,0.00,0.71] ], [vector (304.288,505.201,9.59442), [0.00,-0.71,0.00,0.71] ], [vector (312.399,494.229,7.83405), [0.00,1.00,0.00,0.00] ], [vector (310.527,493.214,7.83405), [0.00,1.00,0.00,0.00] ], [vector (305.44,501.688,7.83405), [0.00,0.00,0.00,1.00] ], [vector (306.408,499.497,7.83405), [0.00,0.00,0.00,1.00] ]], #OilDrumExplosive_Object: [[vector (304.209,500.387,7.83405), [0.00,0.13,0.00,0.99] ]], #CrateBig_Object: [[vector (307.113,503.067,7.83406), [0.00,0.00,0.00,1.00] ]], #Ramp3_Object: [[vector (288.368,494.394,7.83404), [0.00,-0.71,0.00,0.71] ]], #LupoBlue: [[vector (212.712,495.079,7.83396), [0.00,-0.71,0.00,0.71] ]]]
