JungleTrack2Data_Begin			
	Name	Bogota Jungle Race	
	GameMode	RivalBattle	
	TargetTime	120000	
	Fog	TRUE	
	FogColor	[100,100,100]	
	FogRange	[25,600]	
	Skybox	CityCloudy	
	PlayerCar	[#car: "Player", #position: vector(-246.292,388.567,-1.64904), #orientation: [0.00,0.00,0.00,1.00]]	
	AICar	[#car: "CorvetteRival", #position: vector(-255.128,409.307,-1.64904), #orientation: [0.00,0.00,0.00,1.00]]	
JungleTrack2Data_End			
			
JungleTrack2Build_Begin			
	CreateTile	JungleAssets	[#type: "JungleRoadVertical3", #aipath: ["JungleRoadVertical3"], #direction: "SouthNorth", #position: vector(0.0,0.0,0.0), #CrateBig_Object: [[vector (29.1464,-6.57987,-0.500259), [0.01,-0.51,-0.02,0.86] ], [vector (27.2268,-8.74277,-0.582978), [-0.00,-0.15,-0.02,0.99] ], [vector (26.0794,-6.71647,-0.653149), [-0.03,0.24,-0.04,0.97] ], [vector (26.8395,-7.89039,1.31995), [-0.01,0.24,-0.02,0.97] ]]]
	CreateTile	JungleAssets	[#type: "JungleRoadCurve2", #aipath: ["JungleRoadCurve2"], #direction: "SouthWest", #position: vector(0.0108739,249.998,-1.33508), #RoadBlock_Object: [[vector (0.957611,210.781,-0.585928), [-0.02,0.87,-0.06,0.50] ], [vector (-9.04146,223.424,-0.502675), [-0.03,0.93,-0.06,0.36] ], [vector (-25.7002,238.547,-0.532639), [-0.02,0.95,-0.07,0.31] ]]]
	CreateTile	JungleAssets	[#type: "JungleRoadCurve4", #aipath: ["JungleRoadCurve4"], #direction: "EastNorth", #position: vector(-249.991,250.001,-1.33511)]
	CreateTile	JungleAssets	[#type: "JungleRoadCurve1", #aipath: ["JungleRoadCurve1"], #direction: "SouthEast", #position: vector(-249.984,500.0,-1.34903), #RoadBlock_Object: [[vector (-256.081,469.888,-0.11691), [0.05,0.38,0.04,0.92] ], [vector (-241.048,493.399,-0.206448), [0.05,0.22,0.05,0.97] ]]]
	CreateTile	JungleAssets	[#type: "JungleRoadCurve3", #aipath: ["JungleRoadCurve3"], #direction: "WestNorth", #position: vector(-0.00302124,500.002,-1.34896), #RoadBlock_Object: [[vector (-73.8138,489.666,-0.799357), [-0.00,0.22,-0.01,0.98] ], [vector (-47.3777,498.61,-0.62109), [-0.00,0.32,-0.00,0.95] ]], #TruckGreen: [[vector (-119.763,495.694,-1.64902), [0.00,-0.71,0.00,0.71] ]]]
	CreateTile	JungleAssets	[#type: "JungleRoadVertical4", #aipath: ["JungleRoadVertical4"], #direction: "SouthNorth", #position: vector(0.0156123,749.999,-1.34894), #LogBig_Object: [[vector (25.5077,784.521,4.6595), [0.04,0.00,-0.00,1.00] ], [vector (20.7405,778.555,4.44765), [0.04,0.27,0.03,0.96] ]], #LupoRed: [[vector (-5.82885,625.703,-1.64895), [0.00,1.00,0.00,0.00] ]], #TransporterWhite: [[vector (-13.4341,659.141,-1.65053), [0.00,0.99,0.00,-0.13] ]]]
	CreateTile	JungleAssets	[#type: "JungleRoadVertical1", #aipath: ["JungleRoadVertical1"], #direction: "SouthNorth", #position: vector(35.6129,999.994,13.016), #Ramp3_Object: [[vector (36.2939,965.065,12.7258), [0.00,0.00,-0.00,1.00] ]], #TruckRed: [[vector (29.9788,1098.52,12.716), [0.00,1.00,0.00,0.00] ]], #Nitro_PickUp: [[vector (36.6452,876.55,14.216), [-0.01,0.22,-0.00,0.98] ]], #CashSmall_PickUp: [[vector (36.4044,983.833,17.8555), [-0.01,0.22,-0.00,0.98] ], [vector (37.2497,992.283,18.4883), [-0.01,0.22,-0.00,0.98] ], [vector (37.4594,1007.49,18.5064), [-0.01,0.22,-0.00,0.98] ], [vector (37.823,1017.06,18.0608), [-0.01,0.22,-0.00,0.98] ], [vector (38.1404,1031.09,17.5317), [-0.01,0.22,-0.00,0.98] ], [vector (36.4506,977.315,15.9725), [-0.01,0.22,-0.00,0.98] ]]]
