JungleTrack105Data_Begin			
	Name	New track	
	GameMode	BattleRace	
	TargetTime	80000	
	Fog	TRUE	
	FogColor	[230,235,240]	
	FogRange	[25,600]	
	Skybox	JungleCloudy	
	PlayerCar	[#car: "Player", #position: vector(-5.64571,-57.7061,-1.51131), #orientation: [0.00,0.00,0.00,1.00]]	
	AICar	[#car: "CorvetteRival", #position: vector(-12.4679,-54.3848,-1.44642), #orientation: [0.00,0.00,0.00,1.00]]	
	AICar	[#car: "MustangRival", #position: vector(0.917917,-53.8251,-1.54525), #orientation: [0.00,0.00,0.00,1.00]]	
	AICar	[#car: "BMWRival", #position: vector(-8.91267,-47.5145,-1.42316), #orientation: [0.01,0.00,0.00,1.00]]	
JungleTrack105Data_End			
			
JungleTrack105Build_Begin			
	CreateTile	JungleAssets	[#type: "JungleRoadVertical3", #aipath: ["JungleRoadVertical3"], #direction: "SouthNorth", #position: vector(0.0,0.0,0.0)]
	CreateTile	JungleAssets	[#type: "JungleRoadCurve1", #aipath: ["JungleRoadCurve1"], #direction: "SouthEast", #position: vector(0.000859002,250.0,-1.34881)]
	CreateTile	JungleAssets	[#type: "JungleRoadCurve3", #aipath: ["JungleRoadCurve3"], #direction: "WestNorth", #position: vector(249.982,250.002,-1.34851)]
	CreateTile	JungleAssets	[#type: "JungleRoadVertical1", #aipath: ["JungleRoadVertical1"], #direction: "SouthNorth", #position: vector(249.982,500.002,-1.34826), #Ramp1_Object: [[vector (249.911,469.911,-1.64034), [0.00,0.00,-0.00,1.00] ]], #Repair_PickUp: [[vector (250.178,477.403,1.85674), [-0.71,0.00,0.00,0.71] ]]]
	CreateTile	JungleAssets	[#type: "JungleRoadVertical2", #aipath: ["JungleRoadVertical2"], #direction: "SouthNorth", #position: vector(249.982,750.002,-1.348)]
	CreateTile	JungleAssets	[#type: "JungleRoadCurve2", #aipath: ["JungleRoadCurve2"], #direction: "SouthWest", #position: vector(281.408,1000.0,8.14854)]
	CreateTile	JungleAssets	[#type: "JungleRoadCurve4", #aipath: ["JungleRoadCurve4"], #direction: "EastNorth", #position: vector(31.4054,1000.0,8.14829)]
